Wavelength (nm),N2 Baseline,0.15P DMMP,0.25P DMMP,0.50P DMMP,0.15P DCP,0.25P DCP,0.50 DCP,0.15P EtOH,0.25P EtOH,0.50P EtOH,0.15P MeOH,0.25P MeOH,0.50P MeOH,0.15P Water,0.25P Water,0.50P Water
504.719,0.220043,0.713569,0.656776,0.670807,2.04541,4.07588,5.06267,-0.282689,2.04436,0.91039,2.81053,4.4324,4.66516,0.719748,2.36668,4.22514
505.083,0.221163,0.74713,0.691091,0.706241,2.07845,4.13197,5.12478,-0.269479,2.07917,0.966367,2.83745,4.50298,4.75063,0.741401,2.41478,4.33191
505.446,0.222319,0.780267,0.725186,0.740944,2.11115,4.18747,5.18604,-0.256417,2.11349,1.02142,2.86491,4.57651,4.8407,0.762481,2.46234,4.43841
505.81,0.22351,0.812958,0.759049,0.774906,2.14347,4.2423,5.2464,-0.243504,2.1473,1.07555,2.89293,4.65293,4.93535,0.782976,2.50931,4.54459
506.173,0.224733,0.845178,0.792668,0.808118,2.17539,4.29642,5.30578,-0.23074,2.18058,1.12875,2.92151,4.73215,5.03454,0.802878,2.55567,4.65043
506.536,0.225989,0.876905,0.826029,0.840574,2.20688,4.34976,5.36414,-0.218131,2.21332,1.18102,2.95064,4.81408,5.13822,0.822179,2.60139,4.75588
506.899,0.227275,0.908119,0.859119,0.872267,2.2379,4.40228,5.42143,-0.205682,2.24551,1.23237,2.98033,4.89865,5.24633,0.840874,2.64643,4.86092
507.263,0.228591,0.938796,0.891923,0.903195,2.26843,4.45391,5.47757,-0.193402,2.27712,1.28278,3.01058,4.98576,5.35882,0.858959,2.69078,4.96551
507.626,0.229936,0.968919,0.924427,0.933358,2.29845,4.50461,5.53254,-0.181302,2.30814,1.33226,3.0414,5.0753,5.47559,0.876432,2.73441,5.06964
507.989,0.231307,0.998467,0.956616,0.962754,2.32793,4.55434,5.58629,-0.169394,2.33854,1.38081,3.07276,5.16717,5.59657,0.893293,2.7773,5.17326
508.352,0.232703,1.02742,0.988472,0.991389,2.35684,4.60305,5.63877,-0.157691,2.3683,1.42843,3.10469,5.26127,5.72166,0.909542,2.81945,5.27637
508.715,0.234124,1.05578,1.01998,1.01927,2.38517,4.6507,5.68994,-0.146211,2.39739,1.47512,3.13716,5.35746,5.85076,0.925183,2.86084,5.37894
509.078,0.235569,1.08351,1.05113,1.04639,2.41289,4.69727,5.73978,-0.13497,2.42579,1.52088,3.17019,5.45565,5.98376,0.940219,2.90147,5.48095
509.441,0.237035,1.1106,1.08189,1.07278,2.43997,4.74271,5.78825,-0.123987,2.45346,1.56571,3.20375,5.5557,6.12054,0.954655,2.94133,5.5824
509.804,0.238521,1.13706,1.11225,1.09844,2.46641,4.787,5.83532,-0.113283,2.48038,1.60961,3.23785,5.6575,6.26097,0.968497,2.98043,5.68327
510.167,0.240027,1.16286,1.1422,1.12339,2.49218,4.83011,5.88098,-0.102878,2.50652,1.65259,3.27247,5.76092,6.40493,0.98175,3.01876,5.78355
510.53,0.24155,1.18801,1.17172,1.14763,2.51727,4.87203,5.9252,-0.092795,2.53185,1.69466,3.30761,5.86584,6.55227,0.994423,3.05635,5.88324
510.893,0.24309,1.21249,1.20079,1.17119,2.54166,4.91273,5.96796,-0.0830561,2.55633,1.7358,3.34325,5.97212,6.70283,1.00652,3.09319,5.98233
511.256,0.244646,1.23631,1.22939,1.19409,2.56533,4.95219,6.00927,-0.0736846,2.57993,1.77603,3.37939,6.07965,6.85648,1.01806,3.12931,6.08082
511.618,0.246215,1.25946,1.25751,1.21634,2.58828,4.99041,6.0491,-0.064704,2.60263,1.81535,3.41601,6.1883,7.01305,1.02904,3.16471,6.1787
511.981,0.247798,1.28195,1.28513,1.23796,2.61048,5.02738,6.08746,-0.0561379,2.62438,1.85376,3.4531,6.29794,7.17238,1.03948,3.19943,6.27599
512.344,0.249392,1.30378,1.31222,1.25899,2.63193,5.06308,6.12434,-0.0480097,2.64515,1.89127,3.49065,6.40845,7.3343,1.04938,3.23348,6.37268
512.706,0.250996,1.32495,1.33879,1.27944,2.65262,5.09751,6.15975,-0.0403428,2.66492,1.92789,3.52864,6.51972,7.49863,1.05876,3.26688,6.46878
513.069,0.252609,1.34546,1.36479,1.29933,2.67254,5.13068,6.1937,-0.03316,2.68366,1.96362,3.56706,6.63162,7.66522,1.06763,3.29967,6.5643
513.431,0.25423,1.36534,1.39024,1.3187,2.69167,5.16259,6.2262,-0.0264834,2.70132,1.99847,3.60589,6.74404,7.83387,1.07599,3.33187,6.65924
513.794,0.255857,1.38458,1.41509,1.33756,2.71003,5.19323,6.25727,-0.0203347,2.71789,2.03243,3.64512,6.85688,8.00441,1.08386,3.36351,6.75362
514.156,0.25749,1.4032,1.43935,1.35594,2.72759,5.22261,6.28692,-0.0147341,2.73333,2.06554,3.68472,6.97001,8.17665,1.09125,3.39462,6.84744
514.519,0.259126,1.4212,1.46298,1.37386,2.74436,5.25075,6.31518,-0.00970138,2.74761,2.09778,3.7247,7.08336,8.35043,1.09817,3.42524,6.94071
514.881,0.260766,1.43861,1.48599,1.39136,2.76033,5.27765,6.34207,-0.00525461,2.76072,2.12917,3.76502,7.19681,8.52556,1.10463,3.45539,7.03345
515.244,0.262407,1.45543,1.50836,1.40844,2.7755,5.30333,6.36762,-0.00141078,2.77263,2.15972,3.80568,7.31028,8.70186,1.11065,3.48511,7.12567
515.606,0.264049,1.47168,1.53006,1.42514,2.78988,5.32779,6.39187,0.00181462,2.78331,2.18944,3.84666,7.42367,8.87915,1.11623,3.51444,7.21738
515.968,0.265691,1.48736,1.5511,1.44148,2.80346,5.35107,6.41484,0.00440764,2.79275,2.21833,3.88794,7.53692,9.05727,1.12139,3.5434,7.3086
516.33,0.267331,1.50251,1.57145,1.45748,2.81625,5.37317,6.43659,0.00635594,2.80094,2.24642,3.92952,7.64995,9.23604,1.12615,3.57202,7.39934
516.692,0.268967,1.51713,1.59111,1.47316,2.82826,5.39412,6.45714,0.00764891,2.80785,2.2737,3.97138,7.7627,9.41529,1.13051,3.60035,7.4896
517.055,0.270601,1.53123,1.61007,1.48854,2.83948,5.41394,6.47654,0.0082777,2.81347,2.30021,4.0135,7.87509,9.59486,1.13449,3.62841,7.57941
517.417,0.272229,1.54483,1.62831,1.50363,2.84994,5.43266,6.49484,0.00823529,2.8178,2.32594,4.05589,7.98707,9.77459,1.1381,3.65622,7.66877
517.779,0.273851,1.55796,1.64585,1.51846,2.85963,5.45029,6.51208,0.00751652,2.82083,2.35091,4.09852,8.09861,9.95435,1.14135,3.68383,7.7577
518.141,0.275467,1.57061,1.66266,1.53304,2.86858,5.46688,6.52831,0.00611815,2.82255,2.37513,4.14138,8.20966,10.134,1.14427,3.71125,7.84622
518.503,0.277074,1.58281,1.67874,1.54738,2.8768,5.48243,6.54357,0.00403884,2.82297,2.39863,4.18447,8.32017,10.3133,1.14687,3.73851,7.93432
518.865,0.278673,1.59457,1.6941,1.56149,2.88429,5.497,6.55793,0.00127919,2.82208,2.42141,4.22779,8.43013,10.4923,1.14915,3.76564,8.02202
519.226,0.280262,1.6059,1.70873,1.57539,2.89109,5.5106,6.57143,-0.00215829,2.81989,2.44349,4.27132,8.53951,10.6707,1.15115,3.79264,8.10934
519.588,0.281841,1.61682,1.72264,1.58909,2.8972,5.52328,6.58413,-0.00626913,2.81642,2.4649,4.31506,8.64829,10.8486,1.15287,3.81955,8.19628
519.95,0.283409,1.62734,1.73583,1.60258,2.90265,5.53506,6.59607,-0.011047,2.81166,2.48564,4.35901,8.75647,11.0256,1.15434,3.84638,8.28284
520.312,0.284964,1.63747,1.7483,1.61589,2.90747,5.54598,6.60731,-0.0164836,2.80564,2.50574,4.40316,8.86403,11.2019,1.15556,3.87314,8.36905
520.674,0.286507,1.64722,1.76007,1.62901,2.91167,5.55608,6.61791,-0.022569,2.79837,2.52521,4.44752,8.97098,11.3772,1.15657,3.89985,8.45489
521.035,0.288037,1.65661,1.77115,1.64195,2.91528,5.56539,6.6279,-0.0292911,2.78987,2.54407,4.49207,9.07732,11.5516,1.15737,3.92651,8.54039
521.397,0.289552,1.66565,1.78155,1.65471,2.91833,5.57396,6.63735,-0.0366364,2.78016,2.56235,4.53682,9.18306,11.7249,1.15799,3.95313,8.62555
521.759,0.291052,1.67434,1.79128,1.66729,2.92084,5.58182,6.64631,-0.0445895,2.76927,2.58006,4.58177,9.28822,11.897,1.15844,3.97971,8.71036
522.12,0.292537,1.68271,1.80037,1.67969,2.92285,5.58902,6.65482,-0.0531334,2.75723,2.59723,4.62692,9.3928,12.068,1.15874,4.00625,8.79484
522.482,0.294006,1.69075,1.80883,1.69192,2.92439,5.59558,6.66292,-0.0622495,2.74407,2.61387,4.67228,9.49684,12.2378,1.15892,4.03276,8.87899
522.843,0.295459,1.69848,1.81669,1.70398,2.92549,5.60157,6.67068,-0.0719176,2.72983,2.63002,4.71783,9.60034,12.4064,1.159,4.05923,8.96281
523.204,0.296895,1.70591,1.82398,1.71586,2.92618,5.60701,6.67812,-0.0821161,2.71453,2.64569,4.76359,9.70335,12.5737,1.15898,4.08565,9.04631
523.566,0.298314,1.71305,1.83072,1.72756,2.92649,5.61195,6.6853,-0.0928221,2.69821,2.6609,4.80956,9.80588,12.7397,1.1589,4.11201,9.12949
523.927,0.299715,1.71992,1.83694,1.73908,2.92647,5.61643,6.69225,-0.104011,2.68093,2.67568,4.85573,9.90797,12.9045,1.15877,4.13831,9.21234
524.289,0.301098,1.72651,1.84267,1.75042,2.92614,5.62049,6.699,-0.115658,2.66271,2.69006,4.90211,10.0096,13.0679,1.15861,4.16453,9.29487
524.65,0.302463,1.73285,1.84796,1.76159,2.92554,5.62418,6.7056,-0.127736,2.6436,2.70406,4.94869,10.1109,13.2301,1.15844,4.19066,9.37708
525.011,0.30381,1.73895,1.85284,1.77257,2.9247,5.62754,6.71208,-0.140217,2.62366,2.7177,4.99548,10.2119,13.3911,1.15828,4.21667,9.45898
525.372,0.305137,1.74482,1.85734,1.78337,2.92366,5.63061,6.71847,-0.153073,2.60293,2.73101,5.04248,10.3125,13.5508,1.15814,4.24257,9.54056
525.733,0.306446,1.75047,1.8615,1.79398,2.92247,5.63342,6.72479,-0.166274,2.58145,2.74402,5.08968,10.4128,13.7093,1.15804,4.26831,9.62182
526.094,0.307735,1.75592,1.86538,1.80442,2.92114,5.63603,6.73107,-0.179789,2.55928,2.75675,5.13708,10.5128,13.8666,1.15799,4.29389,9.70276
526.456,0.309005,1.76119,1.86901,1.81467,2.91971,5.63847,6.73733,-0.193588,2.53648,2.76923,5.18467,10.6127,14.0228,1.15802,4.31928,9.78338
526.817,0.310256,1.76628,1.87243,1.82475,2.91823,5.64077,6.7436,-0.207639,2.51309,2.78148,5.23245,10.7123,14.1778,1.15813,4.34447,9.86369
527.178,0.311487,1.77123,1.8757,1.83466,2.91672,5.64298,6.74988,-0.221909,2.48917,2.79354,5.2804,10.8117,14.3318,1.15834,4.36942,9.94368
527.538,0.312698,1.77604,1.87885,1.8444,2.91522,5.64514,6.7562,-0.236367,2.46477,2.80543,5.32853,10.911,14.4848,1.15865,4.39412,10.0234
527.899,0.31389,1.78074,1.88194,1.85397,2.91375,5.64727,6.76257,-0.250978,2.43996,2.81718,5.37681,11.0101,14.6369,1.15908,4.41853,10.1027
528.26,0.315062,1.78535,1.88502,1.86339,2.91236,5.64942,6.769,-0.26571,2.41478,2.82881,5.42524,11.1091,14.788,1.15964,4.44265,10.1817
528.621,0.316215,1.78989,1.88812,1.87266,2.91106,5.6516,6.77549,-0.28053,2.38929,2.84036,5.4738,11.208,14.9382,1.16034,4.46645,10.2605
528.982,0.317348,1.79438,1.8913,1.8818,2.90989,5.65387,6.78205,-0.295405,2.36355,2.85184,5.52247,11.3068,15.0876,1.16117,4.48989,10.3389
529.342,0.318461,1.79885,1.89461,1.89081,2.90887,5.65624,6.7887,-0.3103,2.33762,2.8633,5.57123,11.4055,15.2362,1.16215,4.51297,10.4169
529.703,0.319554,1.80333,1.89809,1.8997,2.90803,5.65873,6.79542,-0.325184,2.31156,2.87475,5.62007,11.5042,15.3842,1.16327,4.53566,10.4947
530.064,0.320628,1.80784,1.90178,1.9085,2.90739,5.66139,6.80223,-0.340024,2.28541,2.88623,5.66895,11.6027,15.5314,1.16454,4.55794,10.5721
530.424,0.321683,1.81241,1.90574,1.91721,2.90698,5.66423,6.80911,-0.354787,2.25924,2.89777,5.71786,11.7012,15.678,1.16597,4.5798,10.6493
530.785,0.322718,1.81707,1.91001,1.92585,2.90681,5.66726,6.81607,-0.369443,2.2331,2.90938,5.76677,11.7996,15.824,1.16754,4.60121,10.7261
531.146,0.323734,1.82184,1.91462,1.93445,2.90691,5.67052,6.82311,-0.383959,2.20704,2.9211,5.81565,11.898,15.9695,1.16925,4.62215,10.8025
531.506,0.32473,1.82677,1.91962,1.94301,2.90729,5.67402,6.83021,-0.398306,2.18112,2.93296,5.86447,11.9962,16.1144,1.17111,4.64263,10.8787
531.866,0.325707,1.83186,1.92504,1.95157,2.90796,5.67776,6.83738,-0.412454,2.15539,2.94498,5.9132,12.0943,16.2589,1.1731,4.66262,10.9546
532.227,0.326665,1.83717,1.93093,1.96014,2.90895,5.68178,6.84461,-0.426376,2.12991,2.95719,5.96181,12.1923,16.403,1.17523,4.68211,11.0301
532.587,0.327603,1.84271,1.93732,1.96875,2.91026,5.68607,6.85188,-0.440043,2.10471,2.96962,6.01027,12.2902,16.5467,1.17748,4.70109,11.1053
532.947,0.328523,1.84852,1.94424,1.97741,2.9119,5.69065,6.8592,-0.453429,2.07985,2.98229,6.05854,12.3879,16.69,1.17984,4.71957,11.1801
533.308,0.329423,1.85463,1.95171,1.98616,2.91388,5.69551,6.86655,-0.46651,2.05538,2.99523,6.10659,12.4855,16.8329,1.18231,4.73754,11.2547
533.668,0.330304,1.86106,1.95977,1.99503,2.9162,5.70068,6.87392,-0.479262,2.03135,3.00846,6.15439,12.5829,16.9756,1.18488,4.75499,11.3289
534.028,0.331166,1.86786,1.96845,2.00403,2.91887,5.70614,6.8813,-0.491662,2.00779,3.02202,6.20189,12.68,17.118,1.18754,4.77193,11.4028
534.388,0.33201,1.87504,1.97775,2.01319,2.9219,5.71189,6.88868,-0.503691,1.98475,3.03591,6.24907,12.7769,17.2601,1.19027,4.78837,11.4764
534.748,0.332834,1.88264,1.98771,2.02255,2.92528,5.71794,6.89606,-0.515329,1.96226,3.05017,6.29588,12.8735,17.402,1.19308,4.8043,11.5496
535.109,0.333639,1.89067,1.99834,2.03212,2.929,5.72428,6.90342,-0.526559,1.94038,3.06482,6.3423,12.9699,17.5437,1.19594,4.81975,11.6225
535.469,0.334425,1.89917,2.00964,2.04194,2.93307,5.73091,6.91075,-0.537366,1.91912,3.07989,6.38829,13.0659,17.6852,1.19884,4.83471,11.6951
535.829,0.335192,1.90816,2.02163,2.05204,2.93749,5.73781,6.91803,-0.547734,1.89854,3.09538,6.43383,13.1616,17.8264,1.20179,4.84922,11.7674
536.188,0.33594,1.91766,2.03432,2.06243,2.94224,5.74497,6.92526,-0.557653,1.87865,3.11134,6.47887,13.2569,17.9675,1.20476,4.86327,11.8393
536.548,0.336669,1.92769,2.0477,2.07316,2.94731,5.75238,6.93243,-0.567113,1.85949,3.12776,6.52338,13.3518,18.1085,1.20775,4.8769,11.911
536.908,0.337379,1.93827,2.06179,2.08423,2.95269,5.76003,6.93952,-0.576104,1.8411,3.14468,6.56735,13.4464,18.2493,1.21075,4.89013,11.9823
537.268,0.33807,1.94941,2.07657,2.09569,2.95838,5.76789,6.94653,-0.58462,1.82348,3.16212,6.61074,13.5404,18.39,1.21375,4.90298,12.0532
537.628,0.338741,1.96113,2.09204,2.10755,2.96436,5.77596,6.95343,-0.592658,1.80668,3.18008,6.65353,13.6341,18.5306,1.21674,4.91548,12.1239
537.988,0.339393,1.97343,2.10819,2.11984,2.9706,5.78421,6.96023,-0.600215,1.79071,3.19859,6.69569,13.7272,18.671,1.21973,4.92765,12.1942
538.347,0.340026,1.98633,2.12501,2.13257,2.9771,5.79263,6.9669,-0.607289,1.77559,3.21767,6.73721,13.8199,18.8114,1.22269,4.93953,12.2643
538.707,0.340639,1.99984,2.14248,2.14578,2.98384,5.80118,6.97345,-0.613883,1.76133,3.23732,6.77806,13.9121,18.9517,1.22564,4.95115,12.334
539.066,0.341232,2.01395,2.16059,2.15947,2.99079,5.80984,6.97985,-0.62,1.74797,3.25756,6.81824,14.0037,19.0919,1.22857,4.96255,12.4035
539.426,0.341806,2.02866,2.17932,2.17367,2.99794,5.8186,6.9861,-0.625643,1.7355,3.2784,6.85773,14.0949,19.2321,1.23147,4.97376,12.4726
539.786,0.342361,2.04397,2.19864,2.18838,3.00526,5.82742,6.99219,-0.630821,1.72394,3.29986,6.89651,14.1855,19.3723,1.23435,4.98481,12.5415
540.145,0.342895,2.05988,2.21853,2.20363,3.01273,5.83628,6.99811,-0.635542,1.7133,3.32195,6.93459,14.2756,19.5124,1.2372,4.99576,12.6101
540.504,0.34341,2.07638,2.23896,2.21943,3.02032,5.84516,7.00386,-0.639815,1.70359,3.34467,6.97196,14.3651,19.6526,1.24004,5.00663,12.6784
540.864,0.343906,2.09346,2.2599,2.23578,3.02801,5.85402,7.00942,-0.643653,1.69481,3.36803,7.00861,14.4541,19.7927,1.24287,5.01747,12.7466
541.223,0.344381,2.1111,2.28132,2.25269,3.03577,5.86283,7.01478,-0.647069,1.68698,3.39204,7.04455,14.5427,19.9329,1.24569,5.02832,12.8144
541.582,0.344837,2.12929,2.30318,2.27016,3.04358,5.87158,7.01995,-0.650078,1.68008,3.41671,7.07978,14.6307,20.0732,1.2485,5.03922,12.8821
541.942,0.345273,2.148,2.32546,2.2882,3.05141,5.88023,7.02492,-0.652696,1.67413,3.44203,7.11431,14.7182,20.2136,1.25133,5.05021,12.9496
542.301,0.345689,2.16722,2.34811,2.3068,3.05923,5.88876,7.02969,-0.65494,1.66911,3.46802,7.14814,14.8052,20.354,1.25417,5.06133,13.017
542.66,0.346086,2.18693,2.37109,2.32596,3.06701,5.89714,7.03424,-0.656829,1.66504,3.49467,7.1813,14.8918,20.4946,1.25704,5.07264,13.0842
543.019,0.346463,2.20709,2.39437,2.34568,3.07473,5.90534,7.03859,-0.658382,1.6619,3.52199,7.21379,14.9779,20.6353,1.25995,5.08416,13.1512
543.378,0.346821,2.22768,2.41791,2.36595,3.08235,5.91335,7.04273,-0.659621,1.65968,3.54997,7.24564,15.0636,20.7762,1.26292,5.09594,13.2182
543.737,0.347159,2.24867,2.44166,2.38675,3.08986,5.92113,7.04667,-0.660565,1.65838,3.57862,7.27685,15.1489,20.9173,1.26595,5.10801,13.2851
544.096,0.347479,2.27003,2.46559,2.40807,3.09722,5.92866,7.0504,-0.661238,1.65799,3.60793,7.30745,15.2339,21.0587,1.26907,5.12043,13.352
544.455,0.34778,2.29173,2.48965,2.42989,3.10442,5.93593,7.05394,-0.661663,1.65849,3.63789,7.33747,15.3185,21.2002,1.27228,5.13323,13.4189
544.814,0.348062,2.31374,2.5138,2.4522,3.11141,5.94291,7.05729,-0.661862,1.65988,3.66851,7.36693,15.4028,21.342,1.27561,5.14644,13.4858
545.173,0.348326,2.33601,2.538,2.47497,3.11818,5.94959,7.06046,-0.661859,1.66214,3.69977,7.39585,15.4868,21.4842,1.27907,5.1601,13.5527
545.532,0.348573,2.35851,2.56221,2.49819,3.12471,5.95595,7.06347,-0.661678,1.66525,3.73167,7.42426,15.5706,21.6266,1.28267,5.17426,13.6198
545.891,0.348801,2.38121,2.5864,2.52182,3.13098,5.96198,7.06631,-0.661343,1.6692,3.76421,7.45219,15.6542,21.7693,1.28643,5.18893,13.687
546.25,0.349013,2.40408,2.61051,2.54584,3.13695,5.96767,7.06901,-0.660878,1.67396,3.79736,7.47968,15.7376,21.9124,1.29036,5.20415,13.7543
546.608,0.349209,2.42707,2.63451,2.57021,3.14263,5.97301,7.07159,-0.660307,1.67952,3.83112,7.50674,15.8208,22.0559,1.29449,5.21996,13.8219
546.967,0.349388,2.45015,2.65837,2.59491,3.14798,5.97799,7.07406,-0.659653,1.68586,3.86548,7.53341,15.904,22.1997,1.29882,5.23639,13.8897
547.326,0.349552,2.47328,2.68205,2.6199,3.153,5.98261,7.07645,-0.658941,1.69294,3.90042,7.55971,15.9871,22.3439,1.30338,5.25345,13.9577
547.684,0.349702,2.49644,2.70551,2.64515,3.15767,5.98686,7.07877,-0.658192,1.70075,3.93594,7.58569,16.0701,22.4885,1.30816,5.27118,14.0261
548.043,0.349837,2.51958,2.72873,2.67062,3.16198,5.99075,7.08105,-0.657429,1.70926,3.97202,7.61136,16.1531,22.6335,1.31319,5.2896,14.0948
548.401,0.349959,2.54268,2.75167,2.69627,3.16592,5.99428,7.0833,-0.656675,1.71845,4.00864,7.63676,16.2361,22.7789,1.31848,5.30873,14.164
548.76,0.350069,2.56569,2.7743,2.72207,3.16948,5.99746,7.08557,-0.655949,1.72828,4.04578,7.66192,16.3192,22.9248,1.32403,5.32859,14.2335
549.118,0.350167,2.5886,2.7966,2.74797,3.17267,6.00029,7.08787,-0.655273,1.73873,4.08344,7.68686,16.4023,23.071,1.32986,5.3492,14.3035
549.477,0.350254,2.61137,2.81854,2.77394,3.17548,6.00278,7.09024,-0.654664,1.74977,4.12159,7.7116,16.4855,23.2176,1.33596,5.37058,14.3739
549.835,0.350331,2.63398,2.84011,2.79994,3.17792,6.00494,7.09269,-0.654141,1.76137,4.16021,7.73618,16.5688,23.3647,1.34236,5.39274,14.4449
550.193,0.3504,2.6564,2.86127,2.82591,3.17997,6.00679,7.09527,-0.653722,1.7735,4.19929,7.76062,16.6521,23.5121,1.34904,5.41569,14.5165
550.552,0.350461,2.6786,2.88202,2.85184,3.18166,6.00834,7.09799,-0.65342,1.78612,4.2388,7.78493,16.7356,23.6599,1.35601,5.43944,14.5886
550.91,0.350515,2.70058,2.90234,2.87766,3.18299,6.00961,7.1009,-0.653252,1.79921,4.27873,7.80913,16.8192,23.808,1.36326,5.46401,14.6613
551.268,0.350563,2.7223,2.92222,2.90335,3.18396,6.01062,7.10401,-0.65323,1.81273,4.31906,7.83325,16.903,23.9565,1.37081,5.48939,14.7346
551.626,0.350607,2.74375,2.94166,2.92886,3.1846,6.01138,7.10735,-0.653365,1.82665,4.35976,7.8573,16.9868,24.1053,1.37864,5.51559,14.8086
551.984,0.350647,2.76491,2.96063,2.95415,3.18491,6.01192,7.11096,-0.653668,1.84095,4.40082,7.88129,17.0708,24.2543,1.38675,5.54262,14.8832
552.342,0.350685,2.78577,2.97914,2.97919,3.18492,6.01225,7.11486,-0.654147,1.85558,4.44221,7.90523,17.1548,24.4036,1.39513,5.57047,14.9584
552.7,0.350722,2.80633,2.99719,3.00394,3.18463,6.0124,7.11906,-0.654808,1.87051,4.48391,7.92912,17.239,24.5532,1.40376,5.59914,15.0344
553.058,0.35076,2.82657,3.01478,3.02837,3.18408,6.01239,7.12361,-0.655658,1.88572,4.5259,7.95299,17.3232,24.7029,1.41265,5.62863,15.111
553.416,0.350799,2.84648,3.03191,3.05243,3.18328,6.01223,7.12851,-0.6567,1.90117,4.56816,7.97682,17.4075,24.8527,1.42177,5.65893,15.1883
553.774,0.350841,2.86606,3.04858,3.0761,3.18226,6.01196,7.13379,-0.657936,1.91684,4.61066,8.00062,17.4917,25.0026,1.43111,5.69004,15.2663
554.132,0.350888,2.88531,3.06481,3.09935,3.18104,6.01159,7.13947,-0.659367,1.93269,4.65339,8.02438,17.576,25.1526,1.44066,5.72193,15.345
554.49,0.35094,2.90423,3.0806,3.12214,3.17965,6.01114,7.14554,-0.66099,1.9487,4.69632,8.04811,17.6602,25.3026,1.45039,5.75461,15.4243
554.847,0.350998,2.92281,3.09597,3.14446,3.17811,6.01064,7.15204,-0.662805,1.96484,4.73942,8.0718,17.7444,25.4525,1.46029,5.78805,15.5043
555.205,0.351065,2.94105,3.11092,3.16627,3.17646,6.01009,7.15896,-0.664805,1.98108,4.78269,8.09543,17.8284,25.6024,1.47034,5.82224,15.585
555.563,0.351142,2.95897,3.12547,3.18756,3.17471,6.00951,7.16632,-0.666987,1.99739,4.82609,8.11899,17.9123,25.752,1.48051,5.85716,15.6663
555.92,0.351229,2.97655,3.13964,3.20829,3.1729,6.00893,7.1741,-0.669341,2.01376,4.8696,8.14248,17.9959,25.9015,1.49079,5.89278,15.7481
556.278,0.351328,2.99382,3.15345,3.22847,3.17106,6.00835,7.18232,-0.67186,2.03016,4.91321,8.16588,18.0793,26.0507,1.50114,5.92908,15.8306
556.635,0.351441,3.01077,3.16691,3.24807,3.16921,6.00778,7.19096,-0.674533,2.04656,4.95688,8.18917,18.1624,26.1996,1.51156,5.96603,15.9135
556.993,0.351569,3.02741,3.18004,3.26707,3.16739,6.00725,7.20002,-0.67735,2.06295,5.0006,8.21232,18.2451,26.3481,1.522,6.00361,15.997
557.35,0.351712,3.04374,3.19287,3.28548,3.16561,6.00674,7.20948,-0.680299,2.07932,5.04436,8.23533,18.3274,26.4962,1.53246,6.04179,16.081
557.708,0.351872,3.05977,3.20541,3.30328,3.16392,6.00628,7.21933,-0.683365,2.09563,5.08812,8.25816,18.4093,26.6437,1.5429,6.08052,16.1654
558.065,0.352051,3.07552,3.21767,3.32046,3.16232,6.00587,7.22955,-0.686536,2.11188,5.13186,8.28079,18.4906,26.7907,1.5533,6.11977,16.2502
558.423,0.352249,3.09098,3.2297,3.33702,3.16086,6.00551,7.24011,-0.689797,2.12805,5.17558,8.30321,18.5714,26.9371,1.56364,6.1595,16.3353
558.78,0.352467,3.10616,3.24149,3.35297,3.15956,6.00519,7.251,-0.693131,2.14413,5.21924,8.32538,18.6515,27.0828,1.57389,6.19968,16.4208
559.137,0.352707,3.12106,3.25308,3.3683,3.15843,6.00493,7.26218,-0.696524,2.1601,5.26283,8.34727,18.731,27.2278,1.58403,6.24025,16.5065
559.494,0.35297,3.1357,3.26447,3.38302,3.1575,6.00472,7.27362,-0.69996,2.17595,5.30633,8.36887,18.8097,27.372,1.59404,6.28118,16.5924
559.851,0.353255,3.15007,3.2757,3.39713,3.1568,6.00454,7.28529,-0.703423,2.19168,5.34972,8.39013,18.8877,27.5153,1.6039,6.32241,16.6785
560.209,0.353565,3.16418,3.28677,3.41064,3.15634,6.0044,7.29716,-0.706896,2.20726,5.39298,8.41105,18.9648,27.6577,1.61358,6.36389,16.7646
560.566,0.353899,3.17803,3.2977,3.42357,3.15614,6.0043,7.30917,-0.710365,2.22271,5.4361,8.43158,19.041,27.7991,1.62308,6.40558,16.8508
560.923,0.35426,3.19161,3.3085,3.43591,3.15621,6.00421,7.3213,-0.713812,2.238,5.47906,8.4517,19.1163,27.9395,1.63236,6.44742,16.9371
561.28,0.354646,3.20493,3.31919,3.44768,3.15658,6.00413,7.3335,-0.717225,2.25313,5.52183,8.47139,19.1906,28.0788,1.64142,6.48935,17.0232
561.637,0.355059,3.21798,3.32978,3.4589,3.15725,6.00405,7.34573,-0.720588,2.26809,5.56441,8.49062,19.2639,28.2169,1.65024,6.53133,17.1092
561.993,0.3555,3.23076,3.34026,3.46957,3.15824,6.00396,7.35795,-0.723887,2.28288,5.60678,8.50936,19.3361,28.3539,1.65881,6.57328,17.1951
562.35,0.355968,3.24325,3.35066,3.47972,3.15955,6.00384,7.3701,-0.727112,2.2975,5.64892,8.52758,19.4072,28.4897,1.66712,6.61515,17.2807
562.707,0.356464,3.25545,3.36097,3.48934,3.1612,6.00368,7.38215,-0.730249,2.31193,5.69081,8.54527,19.4772,28.6241,1.67515,6.65689,17.3661
563.064,0.356988,3.26735,3.37118,3.49847,3.16319,6.00346,7.39405,-0.733289,2.32617,5.73244,8.5624,19.5459,28.7572,1.68291,6.69844,17.4512
