Wavelength (nm),N2 Baseline,"DCP (Saturated, 5 nm)","DCP (Saturated, 10 nm)","DCP (Saturated, 15 nm)","DCP (Bottom, 5 nm)","DCP (Bottom, 10 nm)","DCP (Bottom, 15 nm)","DCP (Middle, 5 nm)","DCP (Middle, 10 nm)","DCM (Middle, 15 nm)","DCP (Top, 5 nm)","DCP (Top, 10 nm)","DCP (Top, 15 nm)","DMMP (Saturated, 5 nm)","DMMP (Saturated, 10 nm)","DMMP (Saturated, 15 nm)","DMMP (Bottom, 5 nm)","DMMP (Bottom, 10 nm)","DMMP (Bottom, 15 nm)","DMMP (Middle, 5 nm)","DMMP (Middle, 10 nm)","DMMP (Middle, 15 nm)","DMMP (Top, 5 nm)","DMMP (Top, 10 nm)","DMMP (Top, 15 nm)","EtOH (Saturated, 5 nm)","EtOH (Saturated, 10 nm)","EtOH (Saturated, 15 nm)","EtOH (Bottom, 5 nm)","EtOH (Bottom, 10 nm)","EtOH (Bottom, 15 nm)","EtOH (Middle, 5 nm)","EtOH (Middle, 10 nm)","EtOH (Middle, 15 nm)","EtOH (Top, 5 nm)","EtOH (Top, 10 nmm)","EtOH (Top, 15 nm)","MeOH (Saturated, 5 nm)","MeOH (Saturated, 10 nm)","MeOH (Saturated, 15 nm)","MeOH (Bottom, 5 nm)","MeOH (Bottom, 10 nm)","MeOH (Bottom, 15 nm)","MeOH (Middle, 5 nm)","MeOH (Middle, 10 nm)","MeOH (Middle, 15 nm)","MeOH (Top, 5 nm)","MeOH (Top, 10 nm)","MeOH (Top, 15 nm)","Water (Saturated, 5 nm)","Water (Saturated, 10 nm)","Water (Saturated, 15 nm)","Water (Bottom, 5 nm)","Water (Bottom, 10 nm)","Water (Bottom, 15 nm)","Water (Middle, 5 nm)","Water (Middle, 10 nm)","Water (Middle, 15 nm)","Water (Top, 5 nm)","Water (Top, 10 nm)","Water (Top, 15 nm)"
400,0,-0.807837702,-0.773774806,-0.710132452,-0.82063463,-0.854608611,-0.82680251,-0.795446983,-0.804665699,-0.831858402,-0.746142681,-0.813324563,-0.828137669,-0.822714561,-0.820625516,-0.773438328,-0.821981344,-0.85600507,-0.841595358,-0.803159343,-0.805606694,-0.839433926,-0.760242781,-0.814152005,-0.831627399,-0.491473859,-0.583512211,-0.548657524,-0.519421128,-0.571910499,-0.596966925,-0.428175619,-0.466922416,-0.453909979,-0.456762681,-0.486815735,-0.480475449,-0.518597709,-0.540155258,-0.518070382,-0.524054068,-0.523149638,-0.57100038,-0.364462476,-0.410333611,-0.453608911,-0.469628368,-0.45628313,-0.480322641,-0.518474619,-0.546248949,-0.516559046,-0.516033936,-0.525727727,-0.571873705,-0.369811918,-0.415512795,-0.454802308,-0.369811918,-0.454281148,-0.480944493
400.1,0,-0.81093335,-0.778822861,-0.716819904,-0.821659185,-0.855513567,-0.828921701,-0.796503048,-0.805972572,-0.834483083,-0.747239958,-0.813774054,-0.828869831,-0.824650162,-0.824303688,-0.778717404,-0.822308293,-0.85606821,-0.842696173,-0.803337994,-0.805956826,-0.840945342,-0.760355552,-0.813893998,-0.831523795,-0.497561388,-0.588451329,-0.555391205,-0.5220948,-0.573647601,-0.599692121,-0.430985773,-0.469823629,-0.459320793,-0.459400333,-0.488854602,-0.483742836,-0.525368445,-0.545144238,-0.524460947,-0.527643465,-0.526219488,-0.574052928,-0.368958729,-0.414589472,-0.459009338,-0.47247215,-0.459848022,-0.483581831,-0.52524823,-0.551051376,-0.522996299,-0.519410164,-0.52856303,-0.574936891,-0.373916437,-0.41943319,-0.460221969,-0.373916437,-0.457592184,-0.484201706
400.2,0,-0.813894105,-0.783706365,-0.723331228,-0.822596791,-0.856328582,-0.830923344,-0.79743867,-0.807146831,-0.836945396,-0.748223172,-0.814126026,-0.829502795,-0.826490723,-0.82783995,-0.783829681,-0.822549976,-0.856062045,-0.843694935,-0.803410846,-0.806198868,-0.84232472,-0.760389269,-0.813571588,-0.831341916,-0.503436525,-0.593213842,-0.561920406,-0.524633889,-0.575271913,-0.602279257,-0.433642858,-0.472554353,-0.464523365,-0.46189057,-0.490735162,-0.486865495,-0.531908298,-0.549961581,-0.53066454,-0.531070788,-0.529163339,-0.576957047,-0.37323596,-0.41863584,-0.464207685,-0.475156941,-0.46324945,-0.48670643,-0.531802072,-0.555697628,-0.529246438,-0.522634519,-0.531271022,-0.57785666,-0.377845196,-0.423182925,-0.465444798,-0.377845196,-0.460775574,-0.48733285
400.3,0,-0.816749914,-0.788447604,-0.729678517,-0.823444701,-0.857055634,-0.832823026,-0.798278831,-0.808210608,-0.839274962,-0.749127908,-0.814414205,-0.830058454,-0.828236707,-0.831254928,-0.788799564,-0.82272961,-0.855989558,-0.844603376,-0.803402074,-0.806354328,-0.843587986,-0.760360731,-0.813185627,-0.831104863,-0.509179906,-0.597842702,-0.568271163,-0.527075945,-0.576825907,-0.604753379,-0.436195575,-0.475186515,-0.469565701,-0.46428493,-0.492564043,-0.489900304,-0.538298953,-0.554653413,-0.536732256,-0.534400505,-0.53200335,-0.579761112,-0.377429138,-0.422572107,-0.469252724,-0.477748207,-0.466543676,-0.489740943,-0.53819525,-0.560208755,-0.535367648,-0.525758113,-0.533898108,-0.580674503,-0.381677971,-0.426806375,-0.470503417,-0.381677971,-0.46386488,-0.490368916
400.4,0,-0.819482167,-0.793035516,-0.735846969,-0.824196706,-0.85770244,-0.834603537,-0.798994434,-0.809161156,-0.841457181,-0.749923816,-0.814624371,-0.830531336,-0.829878071,-0.83452168,-0.793615289,-0.8228351,-0.855855979,-0.845419509,-0.803306409,-0.806408704,-0.844731007,-0.760253528,-0.812751598,-0.830800481,-0.514751246,-0.602291238,-0.574431257,-0.529393335,-0.578286049,-0.607091344,-0.438608642,-0.477666483,-0.474432925,-0.466545064,-0.494295811,-0.492806148,-0.544502874,-0.559208814,-0.542633561,-0.53758898,-0.534760117,-0.582434237,-0.381435479,-0.426346095,-0.474117322,-0.480200775,-0.469742083,-0.492653805,-0.544411527,-0.564583584,-0.541321041,-0.528762795,-0.536422752,-0.583361373,-0.385365598,-0.4302946,-0.475376845,-0.385365598,-0.466833118,-0.493292429
400.5,0,-0.82208466,-0.797462346,-0.741857453,-0.824861086,-0.858264156,-0.83627558,-0.799609296,-0.809992563,-0.843496541,-0.750625348,-0.814747966,-0.830919218,-0.831434525,-0.837653546,-0.798266928,-0.822849872,-0.855649214,-0.84613792,-0.803102696,-0.806370994,-0.845749285,-0.760067775,-0.812248268,-0.830427776,-0.520143325,-0.606596161,-0.580412163,-0.531599128,-0.579638587,-0.609299571,-0.440890429,-0.479994607,-0.479119836,-0.468654753,-0.495903952,-0.495605564,-0.550507747,-0.563604732,-0.548364409,-0.54064067,-0.5373711,-0.584961833,-0.385287236,-0.429967872,-0.478796105,-0.482538914,-0.472784314,-0.495445498,-0.550419635,-0.568803016,-0.54709346,-0.531621925,-0.538818724,-0.585905637,-0.388871038,-0.433615293,-0.480078508,-0.388871038,-0.469670554,-0.496079592
400.6,0,-0.824588393,-0.801759991,-0.747706518,-0.825452733,-0.858747156,-0.837852246,-0.800121224,-0.810726433,-0.845407298,-0.751256085,-0.814824743,-0.831231945,-0.83290017,-0.840672771,-0.802800607,-0.822816976,-0.855387471,-0.846783495,-0.802843767,-0.806259607,-0.846665377,-0.759825856,-0.811703515,-0.83001191,-0.525393328,-0.61076098,-0.58623954,-0.533689522,-0.580914724,-0.611398633,-0.443068793,-0.482218261,-0.483663525,-0.470685501,-0.497468809,-0.498316534,-0.556375976,-0.567894511,-0.553957071,-0.543593469,-0.539911228,-0.587407701,-0.389026789,-0.433466851,-0.483332088,-0.484766359,-0.475746964,-0.498150436,-0.556296343,-0.572921964,-0.552741974,-0.534383991,-0.541141477,-0.588365694,-0.392295448,-0.436828975,-0.484632912,-0.392295448,-0.472433011,-0.498797994
400.7,0,-0.826981638,-0.805910978,-0.753396727,-0.825949223,-0.859146504,-0.839317048,-0.800536727,-0.811344406,-0.847179529,-0.75179128,-0.814806868,-0.831465538,-0.834278163,-0.843561008,-0.807167114,-0.822699831,-0.855051945,-0.847331687,-0.80248339,-0.806056756,-0.847469024,-0.759510179,-0.811091526,-0.829526515,-0.530488311,-0.614779649,-0.591892262,-0.535678813,-0.582097285,-0.613373134,-0.445118618,-0.484300084,-0.488010274,-0.472579374,-0.498902597,-0.500892809,-0.562050956,-0.572032168,-0.559395662,-0.546401766,-0.54233314,-0.589709679,-0.392610568,-0.436811469,-0.4876832,-0.486868179,-0.478584473,-0.500731256,-0.561971901,-0.57689673,-0.558225925,-0.537009432,-0.543352061,-0.590680007,-0.395547251,-0.439881872,-0.48900159,-0.395547251,-0.475071284,-0.501380679
400.8,0,-0.829265643,-0.809923127,-0.758941973,-0.826365295,-0.859474769,-0.840690874,-0.800846788,-0.811860942,-0.848826359,-0.752236404,-0.814721222,-0.831617043,-0.835567054,-0.846320329,-0.811397248,-0.822524907,-0.854667288,-0.847794281,-0.80205773,-0.805769445,-0.848166266,-0.75912851,-0.810428372,-0.828982837,-0.535431358,-0.618651769,-0.597365165,-0.537552245,-0.583187198,-0.615234682,-0.447032733,-0.486262965,-0.492215038,-0.474360924,-0.500274643,-0.503371493,-0.567560179,-0.576047724,-0.564684061,-0.549103507,-0.544653368,-0.59190767,-0.396072371,-0.4400184,-0.49188663,-0.488864256,-0.48131784,-0.503209603,-0.567501911,-0.580733706,-0.563569321,-0.539523482,-0.54546316,-0.59289603,-0.398685914,-0.442816834,-0.493208276,-0.398685914,-0.477602607,-0.503859294
400.9,0,-0.831436883,-0.813802252,-0.764331209,-0.826702134,-0.859717751,-0.841959097,-0.801062879,-0.812274277,-0.850348531,-0.752595995,-0.814566276,-0.831697012,-0.836779537,-0.848972158,-0.815493759,-0.822281512,-0.854218201,-0.848184195,-0.801546392,-0.805399575,-0.84875941,-0.758688876,-0.809722565,-0.828384021,-0.540204638,-0.622388533,-0.602688025,-0.5393351,-0.584199689,-0.616978549,-0.4488384,-0.488095944,-0.496246145,-0.476024137,-0.501541483,-0.505736302,-0.572913258,-0.579934343,-0.569838633,-0.551691862,-0.546874067,-0.593991619,-0.399378601,-0.443087287,-0.495912384,-0.490741702,-0.483936887,-0.505576783,-0.572851236,-0.584446591,-0.568756854,-0.541925572,-0.54748139,-0.59498846,-0.401676305,-0.44562039,-0.497261259,-0.401676305,-0.480032515,-0.506229058
401,0,-0.833520092,-0.817554843,-0.769576847,-0.826965897,-0.85989646,-0.843140368,-0.801195718,-0.812593644,-0.851747443,-0.752881125,-0.814356537,-0.831705526,-0.837905319,-0.851511299,-0.819460411,-0.821974844,-0.853712526,-0.848490289,-0.800968232,-0.804957242,-0.849254918,-0.75818792,-0.808951442,-0.827726779,-0.544859197,-0.625990598,-0.607849662,-0.541008529,-0.585131903,-0.618618787,-0.450530642,-0.489813925,-0.500136874,-0.477588578,-0.502732472,-0.508007508,-0.578113171,-0.583693405,-0.574849497,-0.554173573,-0.54901124,-0.595973439,-0.402563972,-0.446031957,-0.499792685,-0.492514532,-0.486459153,-0.507845735,-0.578060195,-0.588043467,-0.573817838,-0.544220058,-0.549407813,-0.596981416,-0.404561962,-0.448304081,-0.501157945,-0.404561962,-0.482356802,-0.508504048
401.1,0,-0.83549615,-0.821168071,-0.77468297,-0.827151823,-0.859993471,-0.844223377,-0.801226503,-0.812808964,-0.853029603,-0.753085193,-0.814076285,-0.831653037,-0.838954582,-0.853933875,-0.823294382,-0.821609666,-0.853154765,-0.848716948,-0.800305357,-0.804435128,-0.849650349,-0.757623411,-0.808143011,-0.827025718,-0.549365966,-0.629462947,-0.612863567,-0.542572008,-0.585980087,-0.62014739,-0.45211762,-0.491418017,-0.503861998,-0.47902816,-0.503836428,-0.510184278,-0.583161149,-0.587340739,-0.579716711,-0.556535808,-0.551039596,-0.59784245,-0.405613705,-0.448841953,-0.503520653,-0.494184636,-0.488877717,-0.510024435,-0.583101972,-0.591522981,-0.578738085,-0.546405689,-0.551242513,-0.598854804,-0.40731453,-0.450851506,-0.504905405,-0.40731453,-0.484587492,-0.51068018
401.2,0,-0.837381971,-0.82466497,-0.779642192,-0.827258464,-0.860023349,-0.84521485,-0.801166762,-0.812939151,-0.854196215,-0.753205674,-0.813726338,-0.831506433,-0.839928931,-0.85625015,-0.827009569,-0.82117859,-0.852536272,-0.84886963,-0.799572311,-0.803845056,-0.849949734,-0.757006454,-0.807287953,-0.826265253,-0.553743002,-0.632809892,-0.617721991,-0.544052081,-0.58674518,-0.621576741,-0.453583853,-0.492907288,-0.507473476,-0.480372414,-0.50486213,-0.512265361,-0.588048804,-0.590859239,-0.584460045,-0.558794465,-0.552983587,-0.599611198,-0.408545826,-0.451532743,-0.507122049,-0.495751406,-0.491199429,-0.512100166,-0.588002107,-0.594885949,-0.583523331,-0.548489771,-0.552988072,-0.600640615,-0.409947595,-0.453294997,-0.508517949,-0.409947595,-0.486728053,-0.512767155
401.3,0,-0.839164535,-0.828033269,-0.7844722,-0.827299187,-0.859985244,-0.846123548,-0.801030882,-0.812973258,-0.855253854,-0.753255886,-0.813316506,-0.831316007,-0.840816576,-0.858447167,-0.83059689,-0.820683121,-0.851866812,-0.848948349,-0.798779211,-0.803173654,-0.850161314,-0.756326335,-0.806371557,-0.825449146,-0.557971078,-0.636023048,-0.62242816,-0.545433329,-0.587427794,-0.622890607,-0.454965762,-0.494283215,-0.510917893,-0.48161398,-0.505810016,-0.514246114,-0.592786142,-0.594262866,-0.589067849,-0.560937196,-0.554826686,-0.601275611,-0.411336615,-0.454083958,-0.510560422,-0.49719883,-0.493416471,-0.514082688,-0.592755475,-0.598125136,-0.588175368,-0.55045768,-0.554648988,-0.602317269,-0.412464164,-0.455594315,-0.511970544,-0.412464164,-0.488764265,-0.514749758
401.4,0,-0.840857794,-0.831286495,-0.789174372,-0.827264041,-0.859884214,-0.846935002,-0.800795164,-0.812920922,-0.856195502,-0.753223752,-0.812849931,-0.83104683,-0.841648141,-0.860554762,-0.834061722,-0.820142341,-0.851152382,-0.848956838,-0.797909221,-0.802439365,-0.850278478,-0.755595026,-0.805428665,-0.824594902,-0.56206424,-0.639116997,-0.627005557,-0.546723301,-0.588044256,-0.624111532,-0.456237461,-0.495556822,-0.514226487,-0.482751389,-0.506680501,-0.516139923,-0.597391107,-0.59756259,-0.593555525,-0.562979888,-0.556594345,-0.602848657,-0.414033255,-0.456537607,-0.513869572,-0.498577278,-0.495537492,-0.515972693,-0.597360909,-0.601261342,-0.592708063,-0.552339496,-0.556225463,-0.603904513,-0.414871253,-0.457799713,-0.515301752,-0.414871253,-0.490716968,-0.516644805
401.5,0,-0.842453542,-0.834421466,-0.793732952,-0.827158488,-0.859711434,-0.847665537,-0.80048957,-0.812783282,-0.85703364,-0.753130251,-0.812321306,-0.830722272,-0.842391985,-0.862547762,-0.837408808,-0.819535183,-0.850381727,-0.848892798,-0.796975282,-0.801629196,-0.85030663,-0.7548037,-0.804423201,-0.823690577,-0.566025756,-0.642089312,-0.631425608,-0.547899961,-0.588578507,-0.62522686,-0.457379191,-0.496717365,-0.517395757,-0.483790114,-0.50744754,-0.517932915,-0.601849331,-0.600743763,-0.597902784,-0.564926921,-0.558258592,-0.604298716,-0.416584361,-0.45885485,-0.517031072,-0.499837084,-0.497566556,-0.517761383,-0.601817873,-0.60428663,-0.597104249,-0.554106358,-0.557707626,-0.605364261,-0.417149004,-0.459885033,-0.518472886,-0.417149004,-0.492555256,-0.518438306
401.6,0,-0.8439725,-0.837443574,-0.798171399,-0.826983697,-0.859474245,-0.848309718,-0.800094592,-0.81255532,-0.857764692,-0.752958938,-0.811736813,-0.83032815,-0.843071462,-0.86444411,-0.840636806,-0.818877928,-0.84955889,-0.848766912,-0.795976711,-0.800756036,-0.850250637,-0.753960893,-0.803390367,-0.822729673,-0.569870308,-0.64493563,-0.635720653,-0.548993916,-0.589039753,-0.626243314,-0.458440026,-0.497768478,-0.520425529,-0.484733835,-0.508168823,-0.519637285,-0.606161101,-0.603811141,-0.602140753,-0.566771293,-0.559849812,-0.605679167,-0.419034378,-0.461069497,-0.520061013,-0.501001105,-0.499496621,-0.51947109,-0.606145593,-0.607195697,-0.601378225,-0.55578865,-0.5591072,-0.606760983,-0.419322567,-0.461855558,-0.521512229,-0.419322567,-0.494318735,-0.520141184
401.7,0,-0.845399767,-0.840342764,-0.80248895,-0.826750668,-0.859178016,-0.848880858,-0.799631643,-0.812245999,-0.858393835,-0.752721177,-0.811090372,-0.82987183,-0.843690963,-0.866248963,-0.843762517,-0.818168522,-0.848690111,-0.848565061,-0.794921061,-0.799816896,-0.850114366,-0.753065311,-0.80230376,-0.821733439,-0.573587679,-0.647683341,-0.639884996,-0.550010777,-0.589427161,-0.62717572,-0.459409204,-0.498716999,-0.523328571,-0.485577863,-0.508801327,-0.521244323,-0.610345629,-0.606776499,-0.606254661,-0.568521526,-0.561357115,-0.606954819,-0.421365653,-0.463159176,-0.522963682,-0.502079866,-0.501331029,-0.521083501,-0.610334616,-0.610004999,-0.605536393,-0.557368824,-0.560433919,-0.608040465,-0.421397544,-0.463722946,-0.52442717,-0.421397544,-0.495989706,-0.521760012
401.8,0,-0.846741111,-0.843139731,-0.806684192,-0.826444204,-0.858818002,-0.849364576,-0.799088872,-0.811858405,-0.858926967,-0.752404917,-0.810385969,-0.829353985,-0.844231402,-0.86794913,-0.846768391,-0.817398851,-0.847775691,-0.848303812,-0.793798409,-0.798820471,-0.849893965,-0.752123755,-0.801176451,-0.820687168,-0.577174099,-0.650300981,-0.643906193,-0.550925878,-0.589743872,-0.62799855,-0.460266186,-0.49957116,-0.526087569,-0.486320317,-0.509357358,-0.52278111,-0.614390769,-0.609627962,-0.610244272,-0.570160778,-0.562775227,-0.60813329,-0.423571134,-0.465140194,-0.525715382,-0.503050491,-0.503083471,-0.522606397,-0.614386562,-0.612704165,-0.609565355,-0.558853271,-0.561664752,-0.609233625,-0.423338803,-0.465469589,-0.527200073,-0.423338803,-0.497582432,-0.523286052
401.9,0,-0.847998927,-0.845829969,-0.810756545,-0.826077181,-0.858394244,-0.849775333,-0.798468641,-0.811389461,-0.859356765,-0.752033642,-0.809636363,-0.828783595,-0.844714659,-0.869565263,-0.849673121,-0.816584186,-0.846817992,-0.847974497,-0.792620674,-0.797755989,-0.849598607,-0.751132925,-0.800006463,-0.819593778,-0.580655799,-0.652818624,-0.647808284,-0.551771989,-0.589994323,-0.628738617,-0.461034634,-0.500325082,-0.528733821,-0.486978379,-0.509855683,-0.524222736,-0.618317254,-0.612381908,-0.614124298,-0.571726158,-0.564116794,-0.609231732,-0.425691681,-0.467020113,-0.528364612,-0.503952451,-0.504740571,-0.52405814,-0.618317408,-0.615319775,-0.613490837,-0.560250563,-0.562828459,-0.610336416,-0.425202158,-0.467126218,-0.529860194,-0.425202158,-0.499074747,-0.524735419
402,0,-0.84917462,-0.848415772,-0.814719429,-0.825648542,-0.857917572,-0.850109239,-0.797772362,-0.810845619,-0.859693985,-0.751598332,-0.808819133,-0.828151799,-0.845125703,-0.871086008,-0.852467859,-0.81571627,-0.845812202,-0.847585723,-0.791379298,-0.796636234,-0.849218877,-0.750084943,-0.798797595,-0.818461026,-0.584000929,-0.655221912,-0.651584986,-0.552521848,-0.5901684,-0.629382049,-0.461717959,-0.50098801,-0.531261561,-0.487548305,-0.510259351,-0.525573618,-0.622115485,-0.615026992,-0.617888916,-0.573181075,-0.565370527,-0.610233476,-0.427686551,-0.46877675,-0.530880466,-0.504753632,-0.506313301,-0.525399676,-0.622115557,-0.61780579,-0.617289399,-0.561551705,-0.563916765,-0.611350095,-0.426947912,-0.468669767,-0.532390913,-0.426947912,-0.50049421,-0.52609318
402.1,0,-0.850270691,-0.850892323,-0.818555322,-0.82515533,-0.857379931,-0.850364845,-0.797006228,-0.810227867,-0.859940595,-0.75108808,-0.807959241,-0.827461903,-0.845482856,-0.872511607,-0.855160696,-0.81480143,-0.84476171,-0.847133918,-0.790093311,-0.795454462,-0.848761199,-0.748993033,-0.797551232,-0.817283908,-0.587240839,-0.657516591,-0.655243418,-0.553181315,-0.590275103,-0.62994316,-0.462296002,-0.501546329,-0.533662266,-0.488015331,-0.510603023,-0.526854828,-0.625774032,-0.617584299,-0.62154316,-0.574568726,-0.566548802,-0.611141395,-0.429582861,-0.470442145,-0.533276915,-0.505467841,-0.507799139,-0.526679369,-0.625784603,-0.620211016,-0.620993331,-0.562769639,-0.564925157,-0.612273953,-0.428590048,-0.470118261,-0.534804038,-0.428590048,-0.501830101,-0.527370251
402.2,0,-0.851294853,-0.853271792,-0.822287989,-0.824606409,-0.856790849,-0.850548217,-0.796167484,-0.809531396,-0.860097147,-0.750516973,-0.807042525,-0.82671435,-0.84577748,-0.873855064,-0.857756722,-0.813836949,-0.84367056,-0.846619711,-0.788736622,-0.794215329,-0.848235907,-0.747854982,-0.796270827,-0.816072042,-0.590358491,-0.659710979,-0.658769418,-0.553764982,-0.590318918,-0.630419302,-0.462798921,-0.502012472,-0.535942139,-0.488401237,-0.510871841,-0.52803755,-0.629329273,-0.620034577,-0.625081127,-0.575844439,-0.567648956,-0.611974468,-0.431380292,-0.472004138,-0.53555232,-0.506102757,-0.509202909,-0.527867556,-0.629345342,-0.622505404,-0.624572594,-0.563888505,-0.565854269,-0.613116065,-0.430145291,-0.471458237,-0.537086094,-0.430145291,-0.503072687,-0.528557876
402.3,0,-0.852225463,-0.855542869,-0.82590763,-0.82398559,-0.856135508,-0.850657575,-0.795266166,-0.808760834,-0.860156613,-0.749887828,-0.80607432,-0.825902757,-0.846005376,-0.875107809,-0.860251961,-0.812820763,-0.842532216,-0.846051881,-0.787333947,-0.7929172,-0.84763417,-0.746678698,-0.794936064,-0.81480455,-0.593364479,-0.661796395,-0.662172096,-0.55425905,-0.590286643,-0.630786034,-0.463188769,-0.502385852,-0.538095995,-0.488697246,-0.511071084,-0.529143262,-0.632736268,-0.622368249,-0.628504462,-0.57703594,-0.568669877,-0.612720634,-0.433047231,-0.473443082,-0.537705601,-0.506646993,-0.510523837,-0.528972551,-0.632755525,-0.624711024,-0.628036403,-0.564923967,-0.56669975,-0.613868897,-0.431583373,-0.472697024,-0.539249494,-0.431583373,-0.504238218,-0.529668737
402.4,0,-0.853093876,-0.857727292,-0.829423535,-0.823314842,-0.85542788,-0.850696131,-0.794286708,-0.807924056,-0.8601348,-0.749191716,-0.805049761,-0.825044722,-0.846178445,-0.876277092,-0.862645579,-0.811759008,-0.841349977,-0.8454176,-0.785875625,-0.791566547,-0.846960765,-0.745439754,-0.793571291,-0.813502863,-0.596259095,-0.663784237,-0.665465072,-0.554671245,-0.590196022,-0.631086895,-0.463516498,-0.502665457,-0.540133441,-0.488897653,-0.51120164,-0.530169419,-0.636032165,-0.624621212,-0.631832931,-0.57814367,-0.569608064,-0.613377873,-0.434619899,-0.474796747,-0.539743094,-0.507104005,-0.511757307,-0.5299992,-0.636060558,-0.626818614,-0.631404845,-0.565870739,-0.567485369,-0.614534842,-0.432924646,-0.473847746,-0.541293223,-0.432924646,-0.505320299,-0.530686953
402.5,0,-0.853890686,-0.859811684,-0.832834252,-0.822591759,-0.854671416,-0.850670631,-0.793253548,-0.807020374,-0.860030211,-0.748439785,-0.803992835,-0.82414041,-0.846296572,-0.877364994,-0.86495052,-0.81065401,-0.840133978,-0.844742935,-0.784364961,-0.790164596,-0.846228315,-0.744180525,-0.792186162,-0.812174295,-0.599056706,-0.6656761,-0.668651526,-0.555023738,-0.59004671,-0.631311123,-0.463742098,-0.502866348,-0.542068797,-0.489024958,-0.511268132,-0.531128597,-0.639238005,-0.626792863,-0.635063608,-0.579166519,-0.570498327,-0.613954823,-0.436113503,-0.476056818,-0.541673651,-0.507484675,-0.512921555,-0.530952257,-0.639267395,-0.628840599,-0.634673935,-0.566746154,-0.568196273,-0.615125754,-0.43418278,-0.474903744,-0.543247449,-0.43418278,-0.506343104,-0.531659732
402.6,0,-0.854618562,-0.861806216,-0.836139879,-0.821815974,-0.853862012,-0.850574536,-0.792145226,-0.806044192,-0.859838077,-0.747634454,-0.802883639,-0.823178688,-0.846349456,-0.878379337,-0.867162796,-0.8095077,-0.83887566,-0.844001536,-0.782803735,-0.788707291,-0.845416958,-0.742860786,-0.790744532,-0.810793437,-0.601740485,-0.667472985,-0.671722531,-0.555298738,-0.589828727,-0.631446401,-0.463877694,-0.502991869,-0.543894577,-0.489073625,-0.511278239,-0.531992418,-0.642317396,-0.628864688,-0.638183235,-0.580119122,-0.571296956,-0.614463032,-0.43751354,-0.477221872,-0.543496089,-0.50779232,-0.513995841,-0.531826962,-0.642352255,-0.630772581,-0.637837148,-0.567535413,-0.568839502,-0.615632941,-0.435340185,-0.475864349,-0.545077079,-0.435340185,-0.507270265,-0.532525904
402.7,0,-0.855258255,-0.863696831,-0.839341477,-0.820975018,-0.852997589,-0.850410066,-0.790981359,-0.80500534,-0.859564152,-0.746762657,-0.801723329,-0.822164589,-0.846356086,-0.879303843,-0.869277373,-0.808309366,-0.837581743,-0.843205227,-0.781200597,-0.787203089,-0.844548995,-0.741508986,-0.789275683,-0.809378343,-0.60432574,-0.669159597,-0.674676678,-0.555484428,-0.58954805,-0.631494596,-0.463960569,-0.503006906,-0.545599116,-0.48903587,-0.51121408,-0.532789248,-0.645279082,-0.630843564,-0.6411993,-0.58096619,-0.572022458,-0.614871382,-0.438787144,-0.478280662,-0.545195175,-0.508009866,-0.514989317,-0.532609578,-0.645314477,-0.632600466,-0.640893295,-0.56824547,-0.56941141,-0.616056844,-0.436397958,-0.476724848,-0.546790726,-0.436397958,-0.508120884,-0.533315546
402.8,0,-0.855845182,-0.865502127,-0.842446174,-0.820081964,-0.852081072,-0.850173517,-0.789745558,-0.803897023,-0.85921412,-0.745842208,-0.800509591,-0.821096497,-0.846312918,-0.880150582,-0.871305772,-0.807079443,-0.836243233,-0.842358651,-0.779536443,-0.78564162,-0.843610494,-0.740114132,-0.787770426,-0.807927575,-0.60680165,-0.670762378,-0.67752759,-0.555591437,-0.589196254,-0.631468289,-0.463938531,-0.502942094,-0.547203337,-0.48891169,-0.511076103,-0.533511806,-0.648129241,-0.632730046,-0.644122313,-0.581743855,-0.572687897,-0.615211655,-0.439985302,-0.479245709,-0.546806075,-0.508159682,-0.515909258,-0.533338032,-0.648194881,-0.634353404,-0.643845096,-0.568859339,-0.569913354,-0.616412784,-0.437377785,-0.477505765,-0.548402796,-0.437377785,-0.508891387,-0.534045779
402.9,0,-0.85635976,-0.867226757,-0.845453466,-0.819132289,-0.851118263,-0.849878357,-0.78845881,-0.802724302,-0.858779905,-0.744868607,-0.799250413,-0.819983819,-0.846208635,-0.880927434,-0.873249887,-0.805790878,-0.834872965,-0.841455665,-0.777822019,-0.784033601,-0.842603586,-0.73867027,-0.786234472,-0.806434392,-0.609173087,-0.672263091,-0.680275347,-0.555633921,-0.588789661,-0.631356859,-0.46383015,-0.502796353,-0.54869626,-0.488708983,-0.510877243,-0.53416536,-0.650870987,-0.634522098,-0.646944019,-0.582438017,-0.573258578,-0.615476666,-0.441082671,-0.480123673,-0.548291844,-0.508223939,-0.516752279,-0.533984512,-0.650929475,-0.636012126,-0.646711576,-0.569417224,-0.570344957,-0.616679131,-0.438260107,-0.478192847,-0.549903594,-0.438260107,-0.509601454,-0.534692042
