Wavelength (nm),N2 Baseline,"DCP (Saturated, 5 nm)","DCP (Saturated, 10 nm)","DCP (Saturated, 15 nm)","DCP (Bottom, 5 nm)","DCP (Bottom, 10 nm)","DCP (Bottom, 15 nm)","DCP (Middle, 5 nm)","DCP (Middle, 10 nm)","DCM (Middle, 15 nm)","DCP (Top, 5 nm)","DCP (Top, 10 nm)","DCP (Top, 15 nm)","DMMP (Saturated, 5 nm)","DMMP (Saturated, 10 nm)","DMMP (Saturated, 15 nm)","DMMP (Bottom, 5 nm)","DMMP (Bottom, 10 nm)","DMMP (Bottom, 15 nm)","DMMP (Middle, 5 nm)","DMMP (Middle, 10 nm)","DMMP (Middle, 15 nm)","DMMP (Top, 5 nm)","DMMP (Top, 10 nm)","DMMP (Top, 15 nm)","EtOH (Saturated, 5 nm)","EtOH (Saturated, 10 nm)","EtOH (Saturated, 15 nm)","EtOH (Bottom, 5 nm)","EtOH (Bottom, 10 nm)","EtOH (Bottom, 15 nm)","EtOH (Middle, 5 nm)","EtOH (Middle, 10 nm)","EtOH (Middle, 15 nm)","EtOH (Top, 5 nm)","EtOH (Top, 10 nmm)","EtOH (Top, 15 nm)","MeOH (Saturated, 5 nm)","MeOH (Saturated, 10 nm)","MeOH (Saturated, 15 nm)","MeOH (Bottom, 5 nm)","MeOH (Bottom, 10 nm)","MeOH (Bottom, 15 nm)","MeOH (Middle, 5 nm)","MeOH (Middle, 10 nm)","MeOH (Middle, 15 nm)","MeOH (Top, 5 nm)","MeOH (Top, 10 nm)","MeOH (Top, 15 nm)","Water (Saturated, 5 nm)","Water (Saturated, 10 nm)","Water (Saturated, 15 nm)","Water (Bottom, 5 nm)","Water (Bottom, 10 nm)","Water (Bottom, 15 nm)","Water (Middle, 5 nm)","Water (Middle, 10 nm)","Water (Middle, 15 nm)","Water (Top, 5 nm)","Water (Top, 10 nm)","Water (Top, 15 nm)"
837.7,0,-0.65394414,-0.660960685,-0.691843111,-0.591774729,-0.597224673,-0.590387174,-0.61217914,-0.646749165,-0.671089118,-0.598842007,-0.609524335,-0.61837499,-0.651803081,-0.65648704,-0.684055086,-0.598896663,-0.603729265,-0.599010412,-0.61127416,-0.642841044,-0.665230108,-0.602024821,-0.61254379,-0.619911474,-0.50085072,-0.496838695,-0.532937714,-0.412369286,-0.416399389,-0.404796596,-0.411156125,-0.453851223,-0.522362638,-0.410435849,-0.424270163,-0.461624791,-0.52994965,-0.501592684,-0.529331891,-0.449303556,-0.453456213,-0.439910134,-0.455464836,-0.495802306,-0.522093532,-0.447416301,-0.46152633,-0.461564173,-0.530082599,-0.495159055,-0.530346072,-0.44210787,-0.446344663,-0.439845112,-0.448160465,-0.489292072,-0.523162221,-0.448160465,-0.454516265,-0.461805168
837.8,0,-0.652925859,-0.659904142,-0.690887031,-0.590778836,-0.59626523,-0.589447361,-0.611152238,-0.645805408,-0.670203902,-0.59764446,-0.608250652,-0.617023006,-0.650824773,-0.655469833,-0.683089352,-0.597943579,-0.602816867,-0.598106384,-0.610274663,-0.641917143,-0.664361613,-0.600889571,-0.611346054,-0.618633976,-0.499582774,-0.495474837,-0.531630232,-0.41111994,-0.415173183,-0.403560095,-0.409859212,-0.45266619,-0.521263207,-0.408929277,-0.422717207,-0.46011022,-0.528762503,-0.500335503,-0.528112179,-0.448127159,-0.452322329,-0.438766019,-0.454238905,-0.494665589,-0.520994304,-0.446039795,-0.460113452,-0.460057012,-0.528876223,-0.493880573,-0.529115004,-0.440928153,-0.445203187,-0.43871158,-0.446922074,-0.48814407,-0.522058069,-0.446922074,-0.453080468,-0.460283885
837.9,0,-0.651894453,-0.658856287,-0.68992741,-0.589777871,-0.595306434,-0.588517181,-0.610117153,-0.644857178,-0.669315631,-0.596426896,-0.606980758,-0.615671042,-0.649828237,-0.65443786,-0.682115376,-0.596981779,-0.601900017,-0.597199468,-0.60927908,-0.641002812,-0.663491134,-0.599743043,-0.610133115,-0.617350844,-0.498313762,-0.494079213,-0.530305534,-0.409845013,-0.413951431,-0.40232976,-0.408574919,-0.45147939,-0.520161298,-0.407419356,-0.421154672,-0.458595356,-0.527556183,-0.499072406,-0.526881505,-0.446956592,-0.451189623,-0.437625812,-0.453011655,-0.493523662,-0.519899166,-0.44466279,-0.458692053,-0.458546406,-0.527676878,-0.492608154,-0.52789751,-0.439744547,-0.444058513,-0.437567845,-0.445681564,-0.487005138,-0.52096485,-0.445681564,-0.451644041,-0.458777753
838,0,-0.650873804,-0.657801736,-0.688954966,-0.588747231,-0.594337422,-0.587584173,-0.609073996,-0.643902962,-0.668417029,-0.595219457,-0.605689866,-0.614305111,-0.648847105,-0.653403619,-0.681146219,-0.596011008,-0.600962584,-0.596291347,-0.608280779,-0.640081269,-0.66261537,-0.598593333,-0.608929851,-0.616073637,-0.497031193,-0.492699978,-0.528982877,-0.408552712,-0.412711739,-0.401063336,-0.407245185,-0.450269044,-0.519057579,-0.405908939,-0.419585699,-0.457063627,-0.526353137,-0.497789291,-0.525632968,-0.445757739,-0.450046106,-0.436456443,-0.451772833,-0.492374624,-0.518783745,-0.443272917,-0.457251521,-0.457003198,-0.526464397,-0.491305732,-0.526644667,-0.438544678,-0.442902842,-0.436401639,-0.444433896,-0.485833548,-0.519870427,-0.444433896,-0.450186666,-0.457237097
838.1,0,-0.64984237,-0.65674269,-0.687989874,-0.587743438,-0.593380707,-0.586639242,-0.60803266,-0.642946102,-0.667524961,-0.593997878,-0.604403519,-0.612936364,-0.647860433,-0.652355648,-0.68016618,-0.595042631,-0.600039321,-0.595383882,-0.607286212,-0.639145542,-0.661739828,-0.597441242,-0.607700572,-0.614781409,-0.495746705,-0.491312485,-0.527656288,-0.407273234,-0.411483297,-0.399819182,-0.405947456,-0.449071448,-0.51795226,-0.404381546,-0.418014758,-0.455536599,-0.52515443,-0.496525485,-0.524399593,-0.444581393,-0.448907515,-0.435319303,-0.450527366,-0.491230793,-0.517686908,-0.44188199,-0.4558276,-0.455475885,-0.525264863,-0.490024952,-0.525414663,-0.437341271,-0.441756651,-0.435260281,-0.443185948,-0.484676721,-0.518758497,-0.443185948,-0.448740294,-0.455702524
838.2,0,-0.648797566,-0.65567804,-0.687021457,-0.586730789,-0.592409515,-0.585694542,-0.606983295,-0.641979028,-0.666624284,-0.592785812,-0.60312373,-0.611573463,-0.646874842,-0.651319435,-0.679183545,-0.594082427,-0.599109613,-0.594465503,-0.606289278,-0.638228123,-0.660863979,-0.596291152,-0.606499711,-0.613494094,-0.494467538,-0.489928332,-0.526323222,-0.405993119,-0.410236059,-0.398565946,-0.404650119,-0.447872767,-0.516838142,-0.402869385,-0.416445838,-0.454004926,-0.523936998,-0.495246718,-0.523148945,-0.443391551,-0.447767295,-0.434155806,-0.449297669,-0.490077473,-0.516571557,-0.440500214,-0.454392855,-0.453952304,-0.524058367,-0.48873095,-0.52417429,-0.436143067,-0.44060274,-0.434107675,-0.441936825,-0.483506651,-0.517649776,-0.441936825,-0.447291682,-0.454182034
838.3,0,-0.647757487,-0.654609985,-0.686029511,-0.585718014,-0.591441983,-0.584749215,-0.605934274,-0.641036162,-0.665721255,-0.591561094,-0.601832165,-0.610199051,-0.645889163,-0.650292204,-0.678192674,-0.59311617,-0.598173979,-0.593548295,-0.605278826,-0.637300694,-0.659983074,-0.595139408,-0.605282579,-0.612204142,-0.493164154,-0.488522848,-0.524985782,-0.404714633,-0.409005644,-0.397302564,-0.403338959,-0.446659858,-0.51572717,-0.401343472,-0.414878478,-0.452466104,-0.522718,-0.493969948,-0.521898544,-0.442195867,-0.446617399,-0.433000974,-0.448054302,-0.488935004,-0.515453088,-0.439105256,-0.452956674,-0.452410984,-0.522841407,-0.487424843,-0.522914633,-0.434932143,-0.439437515,-0.432933468,-0.440678225,-0.482356905,-0.516542042,-0.440678225,-0.44582669,-0.452634991
838.4,0,-0.646715894,-0.653556716,-0.685050217,-0.584706228,-0.590476397,-0.583813459,-0.604906362,-0.640073232,-0.664829307,-0.590346579,-0.6005398,-0.608827045,-0.644900908,-0.649236435,-0.677211674,-0.592156622,-0.59724912,-0.59263172,-0.604280707,-0.636367167,-0.659097427,-0.59398616,-0.604064132,-0.610918071,-0.491855553,-0.487126986,-0.523640411,-0.403425163,-0.407758647,-0.396042876,-0.402025181,-0.445454887,-0.514620239,-0.399825783,-0.413292034,-0.450923996,-0.52150575,-0.492676655,-0.520654151,-0.441015307,-0.44548433,-0.43183221,-0.446819836,-0.487780419,-0.514347319,-0.437704298,-0.451516599,-0.450877065,-0.521620061,-0.486138487,-0.521668865,-0.433729004,-0.438282546,-0.431783618,-0.439431101,-0.481191192,-0.515435925,-0.439431101,-0.44436913,-0.451098794
838.5,0,-0.645669725,-0.652480325,-0.684071434,-0.583691373,-0.58950583,-0.582859111,-0.603860952,-0.63910994,-0.663917105,-0.58912329,-0.5992425,-0.607449813,-0.643879947,-0.648187704,-0.67621755,-0.591173778,-0.596308213,-0.591708662,-0.603274725,-0.635435265,-0.658219442,-0.592825532,-0.602836978,-0.609616753,-0.490566872,-0.485715358,-0.522293484,-0.402127681,-0.406511063,-0.394785172,-0.400704703,-0.44424512,-0.51350043,-0.398301162,-0.411715381,-0.449378827,-0.520288342,-0.491386294,-0.519378703,-0.439819988,-0.444331953,-0.430652984,-0.445570402,-0.486624679,-0.513225735,-0.436295923,-0.45007713,-0.449329235,-0.520406033,-0.484821296,-0.520406399,-0.432518506,-0.437109834,-0.430620524,-0.438159551,-0.480021259,-0.514314688,-0.438159551,-0.442914871,-0.449549953
838.6,0,-0.644625784,-0.651396044,-0.68308288,-0.582668831,-0.588522196,-0.581898214,-0.60281771,-0.638146549,-0.663008625,-0.587898639,-0.597949725,-0.606068209,-0.642888562,-0.647127403,-0.675213725,-0.59019808,-0.595376596,-0.590783398,-0.602261665,-0.634499181,-0.657340048,-0.591660873,-0.601618639,-0.608320993,-0.489266872,-0.484317315,-0.520936605,-0.400837206,-0.405269742,-0.393512073,-0.399398502,-0.443034849,-0.51238754,-0.396764924,-0.410132627,-0.447836964,-0.519056288,-0.490091223,-0.518114536,-0.43861763,-0.443171241,-0.429492446,-0.444336842,-0.485469012,-0.512113854,-0.434903906,-0.448625434,-0.447785153,-0.51918756,-0.483527127,-0.519144209,-0.431304584,-0.435954579,-0.42944616,-0.436909435,-0.478857691,-0.51320333,-0.436909435,-0.441458286,-0.448003087
838.7,0,-0.64357562,-0.65032586,-0.682081842,-0.581650563,-0.587551837,-0.580950139,-0.601764928,-0.637185452,-0.662104637,-0.586664473,-0.596651652,-0.604679681,-0.641895164,-0.64607965,-0.674226041,-0.589217057,-0.594432981,-0.589863967,-0.601263189,-0.633562073,-0.656451412,-0.590500725,-0.600395171,-0.60701901,-0.487969409,-0.482900413,-0.519568035,-0.399538142,-0.404020044,-0.392240914,-0.398067288,-0.441822606,-0.511265182,-0.395230843,-0.408548285,-0.446296354,-0.517817295,-0.488802822,-0.516851308,-0.437427153,-0.442019119,-0.42832754,-0.443082759,-0.484303558,-0.510991186,-0.43350054,-0.447182842,-0.446241914,-0.517954365,-0.482187456,-0.517885557,-0.430091097,-0.434781186,-0.428279359,-0.435643028,-0.477688829,-0.51208021,-0.435643028,-0.439982769,-0.446456944
838.8,0,-0.642525532,-0.649234243,-0.68109103,-0.580625359,-0.5865769,-0.579987591,-0.600713644,-0.636224482,-0.661201056,-0.585431756,-0.595349549,-0.603305185,-0.640880518,-0.645025824,-0.67322566,-0.58824693,-0.593494772,-0.58894515,-0.600253921,-0.63264158,-0.655566402,-0.58934114,-0.599171001,-0.60572509,-0.486658822,-0.481492048,-0.51821548,-0.398238683,-0.40276984,-0.390972708,-0.396774841,-0.440619434,-0.510137638,-0.393702437,-0.406960426,-0.444750125,-0.516595335,-0.487502282,-0.515586311,-0.436222627,-0.440864479,-0.427146461,-0.441841401,-0.4831458,-0.509853406,-0.432083189,-0.445733021,-0.444694795,-0.516723185,-0.480887833,-0.516617941,-0.428875302,-0.433617196,-0.42709868,-0.434381577,-0.47651438,-0.510960664,-0.434381577,-0.438523577,-0.444908814
838.9,0,-0.641449137,-0.648151639,-0.680077892,-0.579586028,-0.585586614,-0.579024647,-0.599655357,-0.63524191,-0.660281869,-0.584197069,-0.594040397,-0.601915032,-0.639880009,-0.643959792,-0.672207581,-0.587260633,-0.592543559,-0.587998496,-0.599229061,-0.631692028,-0.654670922,-0.588173438,-0.597930989,-0.604414222,-0.485327685,-0.480058061,-0.51683819,-0.396938579,-0.401499381,-0.38969529,-0.395426886,-0.439386202,-0.509009761,-0.39215905,-0.405362456,-0.443201359,-0.515366472,-0.48618586,-0.514289966,-0.435020538,-0.439692008,-0.42596022,-0.440575799,-0.481980612,-0.508732825,-0.430682923,-0.444276698,-0.443140278,-0.515483439,-0.479565064,-0.515326155,-0.427645098,-0.432429983,-0.425920528,-0.433116002,-0.475332716,-0.509833235,-0.433116002,-0.437043574,-0.443348146
839,0,-0.640401983,-0.647065612,-0.679069992,-0.578564551,-0.584614386,-0.578069437,-0.598594606,-0.634271702,-0.659368291,-0.582978527,-0.592739917,-0.60052954,-0.638857146,-0.642893019,-0.671196773,-0.586289216,-0.591602227,-0.587065331,-0.598224774,-0.630757159,-0.65377611,-0.586999253,-0.596705078,-0.603108365,-0.484020165,-0.478632488,-0.515453208,-0.395641388,-0.400252486,-0.388412727,-0.39412459,-0.438168436,-0.507888433,-0.390611839,-0.403780499,-0.441641975,-0.514118595,-0.484884444,-0.513012443,-0.433816189,-0.438553655,-0.424791336,-0.439320384,-0.480814378,-0.507616489,-0.429276505,-0.442822785,-0.441583116,-0.514238438,-0.478247432,-0.514055212,-0.426429528,-0.431261482,-0.424746606,-0.431838794,-0.474164542,-0.508718158,-0.431838794,-0.435580511,-0.44178656
839.1,0,-0.639336612,-0.64597139,-0.678059334,-0.577535131,-0.583622571,-0.577099205,-0.597539263,-0.633302178,-0.658453208,-0.581733167,-0.591430073,-0.599132952,-0.637846895,-0.641829725,-0.670185197,-0.585309076,-0.590660857,-0.586135669,-0.597216177,-0.629819819,-0.652881383,-0.585838896,-0.595471742,-0.60179844,-0.482706248,-0.477194459,-0.514089522,-0.394338063,-0.39898907,-0.38714063,-0.392788442,-0.43694351,-0.50676597,-0.389064899,-0.402173293,-0.440075848,-0.512870609,-0.483575898,-0.511729359,-0.432601975,-0.437373696,-0.423603398,-0.438064895,-0.4796499,-0.506492916,-0.427866416,-0.441371908,-0.440031556,-0.512999018,-0.476908376,-0.512783252,-0.425223084,-0.4300928,-0.423568547,-0.430573972,-0.472983842,-0.507590403,-0.430573972,-0.434092351,-0.440223954
839.2,0,-0.638278413,-0.644875332,-0.677052281,-0.576509025,-0.582641452,-0.576140364,-0.596490132,-0.632331638,-0.657532116,-0.5804959,-0.590121014,-0.597743148,-0.636833572,-0.640761014,-0.669167793,-0.584317732,-0.58972187,-0.585207848,-0.596197982,-0.628873982,-0.651996792,-0.584665983,-0.594245007,-0.600492611,-0.481379981,-0.475769326,-0.512705634,-0.393027892,-0.397732395,-0.385843219,-0.391466651,-0.435725164,-0.505635131,-0.387528693,-0.400574978,-0.438517703,-0.51162512,-0.482267657,-0.510432524,-0.431393433,-0.436206419,-0.422430506,-0.436802847,-0.478481013,-0.505351964,-0.426442291,-0.439910286,-0.438477994,-0.511760862,-0.475579253,-0.511479367,-0.423973169,-0.428905523,-0.422382368,-0.429306408,-0.47181128,-0.506466653,-0.429306408,-0.432621576,-0.438673564
839.3,0,-0.637194809,-0.643769026,-0.676024548,-0.575461862,-0.581645249,-0.575165966,-0.595419272,-0.631354652,-0.65660942,-0.579251131,-0.5888146,-0.596352318,-0.63580802,-0.639682844,-0.66814772,-0.583333726,-0.588758064,-0.584266681,-0.595180428,-0.627928973,-0.651097096,-0.583493068,-0.592994066,-0.599173423,-0.480054611,-0.474330478,-0.511311388,-0.391715099,-0.396456021,-0.384560562,-0.39014314,-0.434495297,-0.504491361,-0.385972227,-0.398978732,-0.436950694,-0.510376436,-0.480948,-0.509147539,-0.430167136,-0.43503879,-0.421233962,-0.435544808,-0.477312962,-0.504219048,-0.425015127,-0.438438872,-0.436903996,-0.510495349,-0.47424036,-0.510205432,-0.422751185,-0.427723636,-0.421196783,-0.428024005,-0.470624663,-0.505329889,-0.428024005,-0.431140159,-0.437100456
839.4,0,-0.636134225,-0.642670419,-0.675003331,-0.574419694,-0.580661059,-0.574193434,-0.594361727,-0.630380933,-0.655695757,-0.578008731,-0.587502023,-0.594942977,-0.634793879,-0.638598044,-0.667121331,-0.582343098,-0.587813142,-0.583322212,-0.59416948,-0.626987674,-0.650200249,-0.582321601,-0.591764569,-0.597862408,-0.478707024,-0.472886269,-0.50992774,-0.390406917,-0.395191171,-0.383279076,-0.388805919,-0.433284232,-0.503362827,-0.38441397,-0.3973665,-0.435391638,-0.509121268,-0.479629201,-0.507849773,-0.428959006,-0.433869337,-0.420047291,-0.434296855,-0.476134325,-0.503084959,-0.423605586,-0.436970117,-0.435335273,-0.509246093,-0.472906771,-0.508906794,-0.421524755,-0.426540351,-0.420008598,-0.426756473,-0.469431088,-0.504190631,-0.426756473,-0.429635854,-0.435527642
839.5,0,-0.63505269,-0.641561227,-0.673969051,-0.573390281,-0.579673967,-0.573219698,-0.59331346,-0.629401656,-0.654761286,-0.576773576,-0.586183352,-0.593551416,-0.633770787,-0.637526636,-0.66609218,-0.581362312,-0.586867497,-0.582387872,-0.593141805,-0.626040836,-0.649297512,-0.581144992,-0.59053237,-0.596550021,-0.477371524,-0.471445522,-0.508517945,-0.389099772,-0.393927385,-0.381984855,-0.387475209,-0.432048254,-0.502227285,-0.382875968,-0.395760334,-0.433824044,-0.507874417,-0.478302076,-0.506548458,-0.427743014,-0.432705362,-0.418854052,-0.433015384,-0.474965899,-0.501945199,-0.422183644,-0.435513285,-0.433774568,-0.507992649,-0.471567839,-0.507609191,-0.420300846,-0.425355787,-0.418811088,-0.425480002,-0.468256342,-0.503065656,-0.425480002,-0.428161264,-0.433968477
839.6,0,-0.63396463,-0.640444431,-0.672925557,-0.572350717,-0.578659445,-0.572237502,-0.592235958,-0.628410337,-0.653838393,-0.575508591,-0.58484989,-0.592133742,-0.632738923,-0.636445496,-0.665053705,-0.580356424,-0.585886649,-0.581442024,-0.592113301,-0.625094028,-0.648387041,-0.57995799,-0.589280763,-0.595221064,-0.476026723,-0.469986385,-0.507118436,-0.387763413,-0.392629797,-0.380665179,-0.38613688,-0.430807289,-0.501073048,-0.381285655,-0.39414156,-0.432233007,-0.506594346,-0.476967535,-0.505226533,-0.426510015,-0.431518847,-0.417650166,-0.431749052,-0.473775034,-0.500792315,-0.420741943,-0.434029483,-0.432186827,-0.506717711,-0.470201376,-0.506287894,-0.419042849,-0.424154757,-0.417598008,-0.424176859,-0.467051986,-0.501909987,-0.424176859,-0.426661649,-0.43237333
839.7,0,-0.632897316,-0.639320072,-0.671902908,-0.571303337,-0.577669687,-0.571261685,-0.591168508,-0.627434794,-0.652913368,-0.574269522,-0.583535446,-0.590735799,-0.631716685,-0.635360948,-0.664023917,-0.579362434,-0.584938928,-0.580489633,-0.591092368,-0.624144601,-0.6474906,-0.578784667,-0.588030832,-0.593884083,-0.474687116,-0.46852888,-0.50570606,-0.386440902,-0.391366392,-0.379374119,-0.384778816,-0.429571381,-0.499938126,-0.379736268,-0.39253345,-0.430667133,-0.505339948,-0.475640673,-0.503923332,-0.425299579,-0.430340011,-0.416442945,-0.430478588,-0.472599487,-0.499653668,-0.419330867,-0.432562168,-0.430617676,-0.505458666,-0.468864365,-0.504974489,-0.417818786,-0.422957108,-0.416413303,-0.422903789,-0.465867131,-0.500774399,-0.422903789,-0.425168698,-0.430802491
839.8,0,-0.631816344,-0.638208475,-0.67086369,-0.57026581,-0.576672712,-0.570287618,-0.590104717,-0.626452605,-0.651984555,-0.573025711,-0.582209847,-0.58932497,-0.630691346,-0.634269318,-0.662979803,-0.578376143,-0.583987369,-0.579545688,-0.590067032,-0.623196377,-0.646583302,-0.577614028,-0.586791497,-0.592572389,-0.47335074,-0.467068967,-0.504296623,-0.385123963,-0.39009597,-0.378079173,-0.383466456,-0.428344122,-0.498788279,-0.378190432,-0.390926521,-0.429074406,-0.504068629,-0.474297691,-0.502606306,-0.424076071,-0.429160178,-0.415259939,-0.429222999,-0.471418551,-0.498502879,-0.417894916,-0.431081549,-0.429035847,-0.504199659,-0.467513516,-0.503676148,-0.416576877,-0.421776728,-0.415213625,-0.421627673,-0.464678289,-0.499627086,-0.421627673,-0.423677671,-0.429216392
839.9,0,-0.630730109,-0.63709484,-0.669826069,-0.569216319,-0.57566994,-0.569294099,-0.589038486,-0.625460555,-0.651047902,-0.571771447,-0.580886949,-0.587906404,-0.629639205,-0.633175912,-0.66193082,-0.577368444,-0.583015134,-0.57859323,-0.58903674,-0.622238942,-0.645676974,-0.576422283,-0.585536832,-0.591240789,-0.471994219,-0.465612512,-0.502879825,-0.383792482,-0.388808427,-0.376770693,-0.382127107,-0.427094336,-0.497636666,-0.376618661,-0.389304521,-0.427495734,-0.502797833,-0.472970795,-0.501290963,-0.422833256,-0.42797601,-0.414047157,-0.42794048,-0.470232296,-0.497358851,-0.416462985,-0.429609641,-0.427451024,-0.502922084,-0.466158091,-0.502352918,-0.415324053,-0.420570509,-0.414003139,-0.420330533,-0.463490178,-0.498484762,-0.420330533,-0.422184454,-0.42763723
840,0,-0.629634274,-0.635965819,-0.668762258,-0.568167148,-0.574666152,-0.568310786,-0.587961622,-0.624481783,-0.650117086,-0.570504968,-0.579553238,-0.586489253,-0.628612608,-0.632088964,-0.660892143,-0.576382675,-0.582062696,-0.577635858,-0.588014093,-0.621292659,-0.644777313,-0.575225394,-0.584286278,-0.589915594,-0.470644511,-0.46414437,-0.501448501,-0.382471499,-0.38753033,-0.37546462,-0.380765698,-0.425869634,-0.496496559,-0.375050029,-0.38768616,-0.425911082,-0.501536518,-0.471635163,-0.4999583,-0.421610617,-0.426794002,-0.41284321,-0.42666898,-0.469056477,-0.496212412,-0.415031793,-0.428133322,-0.425863518,-0.501653825,-0.464786765,-0.501026635,-0.414083267,-0.419376615,-0.412807919,-0.41905598,-0.462285704,-0.497336301,-0.41905598,-0.420672103,-0.426032971
840.1,0,-0.628544959,-0.634836322,-0.667714439,-0.567110167,-0.573650807,-0.567321674,-0.586900701,-0.623486951,-0.649191672,-0.569257017,-0.57821782,-0.585065045,-0.627581268,-0.630981848,-0.659834797,-0.575368982,-0.581092992,-0.576685268,-0.586975151,-0.620321929,-0.643862215,-0.574042422,-0.583024968,-0.588577582,-0.469274609,-0.462681232,-0.500019696,-0.381134041,-0.386227702,-0.374152493,-0.379439665,-0.424626378,-0.495329151,-0.373472259,-0.386067248,-0.424324622,-0.500244424,-0.470265793,-0.498624588,-0.420368753,-0.425599721,-0.41162801,-0.425382292,-0.467866887,-0.495046003,-0.413565572,-0.426643861,-0.424282101,-0.500368988,-0.463427017,-0.499704495,-0.412855828,-0.418174163,-0.411595857,-0.41776035,-0.461089407,-0.496189565,-0.41776035,-0.419181955,-0.424456735
840.2,0,-0.627442067,-0.63370278,-0.666655249,-0.566057235,-0.572646838,-0.566316734,-0.585811285,-0.622492373,-0.648234928,-0.567985618,-0.576881239,-0.583645847,-0.626533748,-0.629878989,-0.658778028,-0.574362369,-0.580119034,-0.575729266,-0.585956176,-0.619371442,-0.642944546,-0.572858484,-0.581774574,-0.587237936,-0.467904266,-0.461190875,-0.49858029,-0.379776857,-0.38493551,-0.372820412,-0.378061919,-0.423361398,-0.494175325,-0.371880476,-0.384420939,-0.422730692,-0.498961593,-0.468920708,-0.497283475,-0.419128235,-0.424399396,-0.410403171,-0.424099567,-0.466665428,-0.493899278,-0.412132765,-0.425142734,-0.422684411,-0.499065131,-0.462043112,-0.498360787,-0.411576999,-0.41695786,-0.410371762,-0.416457053,-0.459874663,-0.495026648,-0.416457053,-0.417656983,-0.422853822
840.3,0,-0.626339672,-0.632563081,-0.665584856,-0.56499847,-0.571630616,-0.565327744,-0.584734921,-0.621499437,-0.647304596,-0.566724704,-0.575547447,-0.582221105,-0.625484925,-0.628769843,-0.657717651,-0.573362388,-0.579146769,-0.574757665,-0.584911985,-0.618407638,-0.642042046,-0.57165075,-0.580511902,-0.58590804,-0.466547077,-0.459707712,-0.497141503,-0.378464529,-0.383645556,-0.371506053,-0.376708916,-0.422117033,-0.493019542,-0.370315907,-0.382790899,-0.421135398,-0.497672025,-0.467554562,-0.495944343,-0.417896064,-0.42320883,-0.409186652,-0.422829998,-0.465474135,-0.492735893,-0.410681938,-0.423664626,-0.421096217,-0.497798084,-0.46066713,-0.497028277,-0.410330566,-0.41575054,-0.409156817,-0.415156364,-0.458673184,-0.493870804,-0.415156364,-0.416148932,-0.421255994
840.4,0,-0.625242582,-0.631439456,-0.664529116,-0.563948407,-0.570626677,-0.564332154,-0.583658793,-0.620508762,-0.646367996,-0.565467194,-0.574222122,-0.580801656,-0.624441857,-0.627668291,-0.656656953,-0.572360737,-0.578186242,-0.573809028,-0.583882182,-0.617454651,-0.641117842,-0.570469859,-0.579260429,-0.584569157,-0.465184514,-0.458244207,-0.495719026,-0.377145537,-0.382369618,-0.370202169,-0.375368246,-0.420878406,-0.491867878,-0.368747345,-0.381170504,-0.419549436,-0.496391816,-0.466212559,-0.494626583,-0.416657462,-0.422014886,-0.40798079,-0.421542503,-0.464285982,-0.491588842,-0.409242123,-0.422168927,-0.41950536,-0.496511635,-0.459324181,-0.495695285,-0.4090774,-0.414560621,-0.407957753,-0.413871906,-0.457482826,-0.49271985,-0.413871906,-0.41464698,-0.419669343
840.5,0,-0.624146221,-0.630287586,-0.663450802,-0.562882871,-0.569603674,-0.563329218,-0.582581004,-0.619508341,-0.645422264,-0.564196592,-0.57286531,-0.579363329,-0.623385409,-0.626550772,-0.655590739,-0.571337012,-0.577207563,-0.572831792,-0.582849031,-0.616485992,-0.64020922,-0.569265824,-0.577990547,-0.583224607,-0.463790308,-0.456743649,-0.494262922,-0.375772407,-0.381055531,-0.368871487,-0.374002829,-0.419618276,-0.490701391,-0.367153173,-0.379518552,-0.417938096,-0.49509797,-0.464847725,-0.493267336,-0.41541341,-0.420804277,-0.406756246,-0.420260343,-0.463074999,-0.490420854,-0.40779035,-0.420668356,-0.417893286,-0.495212331,-0.457918966,-0.49434719,-0.407808068,-0.413326081,-0.406726617,-0.412563958,-0.456269755,-0.491558827,-0.412563958,-0.413127497,-0.418052784
840.6,0,-0.623045206,-0.629149133,-0.662375985,-0.561828497,-0.568595811,-0.562336976,-0.581493828,-0.618522199,-0.644484288,-0.562933369,-0.571532685,-0.577941251,-0.622342988,-0.625439333,-0.654522103,-0.570342918,-0.576234428,-0.571876769,-0.581812359,-0.615529707,-0.639292457,-0.56807211,-0.576732383,-0.581883691,-0.46243871,-0.45526535,-0.492813595,-0.374442584,-0.379776342,-0.367552326,-0.372661578,-0.418380657,-0.489535231,-0.365586187,-0.377892538,-0.416333546,-0.493797163,-0.46347168,-0.491919274,-0.414165015,-0.41962023,-0.405537213,-0.41896239,-0.461882124,-0.48924653,-0.406339257,-0.419178344,-0.416301065,-0.493914049,-0.456543933,-0.492994056,-0.406563374,-0.412125842,-0.405507792,-0.411262164,-0.455057892,-0.490389346,-0.411262164,-0.411618667,-0.416453474
