Wavelength (nm),N2 Baseline,0.02P DCM,0.05P DCM,0.10P DCM,0.20P DCM,0.30P DCM,0.02P DCM,0.05P DCM,0.10P DCM,0.20P DCM,0.30P DCM,0.02P DCP,0.05P DCP,0.10P DCP,0.20P DCP,0.30P DCP,0.02P DCP,0.05P DCP,0.10P DCP,0.20P DCP,0.30P DCP,0.02P EtOH,0.05P EtOH,0.10P EtOH,0.20P EtOH,0.30P EtOH,0.02P EtOH,0.05P EtOH,0.10P EtOH,0.20P EtOH,0.30P EtOH,0.02P MeOH,0.05P MeOH,0.10P MeOH,0.20P MeOH,0.30P MeOH,0.02P MeOH,0.05P MeOH,0.10P MeOH,0.20P MeOH,0.30P MeOH,0.02P Water,0.05P Water,0.10P Water,0.20P Water,0.30P Water,0.02P Water,0.05P Water,0.10P Water,0.20P Water,0.30P Water
637.015,0,-0.135109985,-0.665019966,-0.553289385,-0.506061689,-0.828907415,0.52180537,-5.224139928,-7.439446978,-10.84576919,-11.3637265,0.602075952,0.75951845,0.675304736,0.731860216,1.024665111,-1.384653431,-1.089496225,-0.819109422,-1.538133572,0.093902707,-0.289615225,0.187873189,-0.512926446,-2.340570959,-4.521382481,-4.710942286,-9.504572465,-11.90631364,-15.14349575,-16.6780501,0.089465493,-0.48579799,0.288744491,0.240648881,0.047558411,-2.665273533,-3.536242734,-7.218270896,-10.50625882,-10.70671378,0.121906752,0.073601014,0.42279471,0.750717143,0.073814806,-1.852435384,-1.628080768,-1.802971374,-3.324605921,-5.165579129
637.363,0,-0.362190748,0.067582546,-0.744888159,-0.373808138,-0.67962506,2.646457422,-3.095712714,-5.295048511,-10.83412523,-11.37528622,0.934286038,0.850467849,1.188736983,1.061805453,0.949972949,-3.064767712,-1.300899906,-3.036012433,-1.134964563,-1.79925892,-0.328980145,0.416479331,-0.159320277,-1.608425942,-3.634913406,-5.942161879,-9.712442825,-12.29515843,-13.78301163,-16.92186748,-0.063696176,-0.16230348,-0.254636662,-0.080519337,-0.126374209,-5.504579408,-5.534981451,-7.816783456,-11.07169212,-13.03137724,0.359916165,0.803672833,0.872339411,1.078635391,1.040886199,-1.796932809,-2.775561133,-3.302679157,-6.400459772,-5.646478276
637.71,0,-0.632319372,0.018035983,-0.728944294,-0.4769091,-0.353201564,0.88359211,-3.933004955,-6.9894887,-11.68541679,-12.48728783,0.439770851,0.564119163,0.592578918,0.39562752,-0.003695517,-3.680681576,-1.246992473,-3.12503754,-2.764192483,-2.478213476,-0.127732055,0.295908752,-0.066807783,-1.311843736,-3.001325407,-5.081783672,-7.675592986,-9.636951209,-12.14337884,-15.02329144,0.286865228,0.336669917,0.3134348,0.054064196,0.003555886,-5.449679913,-4.570137761,-9.959734946,-9.445261546,-11.84464002,0.149175217,0.695361151,0.949683412,0.265692257,0.987008939,-2.847604139,-4.477342862,-4.673385484,-7.521576225,-7.834822066
638.058,0,-0.73248455,0.590595797,-0.086052085,0.112098035,-0.264412528,0.170654918,-5.053861168,-7.517412188,-13.86484299,-13.70435019,0.58209345,0.789224102,0.84213837,0.64205662,0.430609718,-1.347645942,1.682475646,1.199938617,1.669152247,-0.686868799,1.419478598,0.675393027,0.229975367,-0.856826922,-2.023930108,-5.354720679,-8.677643565,-12.13831351,-12.87630705,-16.80001225,0.121882814,-0.163676856,-0.078450103,-0.202184975,-0.52355965,-2.562951291,-4.037378457,-7.241511323,-9.886395405,-9.310163014,0.193623869,0.464502625,0.684245282,-0.160858187,0.605029546,-3.502429721,-4.832881435,-6.276156136,-7.339340493,-7.668981848
638.405,0,-0.340958675,0.709580744,0.49784225,-0.110340035,-0.254294284,1.326621629,-2.695897178,-6.662942789,-10.97283661,-12.40243589,0.402528811,0.68341667,0.645386306,0.689731872,0.221256562,-2.226456909,1.777903462,2.13993788,1.69572603,-0.864838268,0.747308165,-0.18618627,-0.671734585,-1.470572044,-2.142198618,-4.1419826,-8.171862385,-10.12889334,-13.16497612,-15.03510538,0.228890886,0.421016644,0.358441323,0.223792309,-0.009617164,-2.351706367,-4.843570368,-8.713053156,-9.779223823,-11.69164204,0.142873635,0.369325097,0.731310164,0.41142281,1.036399186,-2.431318687,-5.873106364,-5.627823572,-5.861712282,-7.930474401
638.752,0,-1.0807043,0.749946698,0.437250658,-0.219596307,0.027305559,1.573893661,-4.403255521,-7.048385507,-11.08215377,-12.4039227,0.199491113,0.635742223,0.786049541,0.521831193,0.429700179,-1.176433325,2.369089588,0.701526153,2.141891216,-2.061355921,0.774424596,0.15963072,-0.943326931,-1.180453462,-1.788751876,-1.753463164,-7.103644784,-9.028162531,-11.56066943,-14.58924231,0.751116827,0.63487569,1.11285256,0.585054405,0.501349365,-3.768384714,-6.074245011,-10.00998114,-12.00293828,-13.00704674,0.238150556,0.282565867,0.894709132,1.148182629,1.759102641,-2.211716466,-6.30235494,-4.513637442,-5.508378899,-7.139267254
639.099,0,0.207976632,1.237020992,0.856968353,0.601455775,0.411287616,-0.286103348,-3.466645771,-7.490838769,-11.70721703,-13.89335255,0.489441699,0.880559201,0.653972603,0.703048063,0.566273599,-0.114552332,1.406731822,1.074940957,-0.387166145,-0.307060156,1.139858243,0.200558962,-0.654423905,-0.631703872,-1.203078614,-2.721799766,-8.206659278,-12.30498714,-13.73700669,-16.19875156,0.351024504,0.421173115,0.665814305,0.473460186,0.051774532,-2.221131232,-5.762343499,-9.304642444,-11.33067615,-11.13829531,0.066061487,0.130359296,0.613685296,1.038679403,1.838070515,-2.553729485,-6.974935576,-5.667663848,-5.830405994,-6.058801317
639.446,0,0.095659875,1.141137137,0.777589335,0.686868795,0.630614239,-1.543160964,-5.12771713,-8.161298622,-13.00609864,-13.81177191,0.489996473,0.853159451,0.490447992,0.570582377,0.717936176,-1.895273236,-0.579054349,-1.47377025,-1.079873214,-3.406112203,0.699925556,0.462217501,0.027415376,-0.018626083,-0.728859972,-3.515222387,-7.275869574,-12.06185605,-14.4840472,-17.63358553,-0.055124807,0.036345567,0.300572285,0.131522624,-0.044166416,-6.431357607,-8.126661985,-10.04087773,-11.15005123,-11.626764,-0.147513295,-0.027326735,-0.084380051,0.223678024,0.932929029,-2.273648947,-4.399242998,-3.988910798,-5.187585289,-7.364985338
639.794,0,0.375370465,1.954116506,1.231351725,0.939632487,0.831896989,-0.941720367,-4.648255753,-8.394132987,-12.06023065,-11.98041455,0.191948596,0.387995972,0.194195308,0.207733734,0.279834826,-1.694422327,0.201036959,-0.319834924,-0.876256481,-1.919495501,2.127819673,1.218026772,0.75562401,0.707226021,0.363408418,-3.789147296,-7.27468862,-11.1724117,-13.52285594,-14.87931469,0.454050141,0.499192065,1.017579406,0.811632227,0.456169711,-5.581895643,-5.98396654,-8.387998036,-9.221955213,-10.13460981,-0.005359593,0.073013868,0.034429609,0.180336993,1.0463742,-3.595573097,-3.87100644,-5.635411645,-6.339214063,-7.247998796
640.141,0,-0.549459837,1.428674347,1.090909606,0.664439348,0.470300828,-1.012061774,-6.110027923,-10.67864643,-13.33028404,-12.51301733,-0.147670181,0.489148611,0.6157943,0.304056068,0.477183041,-2.771763935,-0.930676079,0.420697299,-1.923589871,-3.004192154,2.074392096,1.395426479,0.713530438,0.630198193,0.670047404,-4.50594953,-7.268461892,-10.31857408,-14.22178237,-16.31563607,0.997980859,0.908089497,1.413096389,1.292776848,0.954228239,-3.66919618,-5.227929601,-6.81618763,-9.155343558,-9.719252269,-0.064845557,-0.139856732,-0.181476851,0.540343077,0.791329077,-2.295781075,-4.014474065,-5.213430725,-5.850399696,-5.679571803
640.488,0,-0.403201149,1.707800487,0.956788706,0.538878886,0.516679758,-1.162612306,-3.415838158,-7.317293332,-12.67863221,-13.47300903,0.40320581,0.708491026,1.221750063,0.683957588,0.860187191,-2.831398041,-0.907490951,0.27645468,-0.082761248,-3.087892226,1.311802324,1.044325557,0.649366559,0.629425629,0.581840616,-5.253822641,-8.487199573,-11.54317099,-16.66608971,-18.70555717,0.770754128,0.560184454,1.209681123,1.020538019,0.7448087,-3.862496869,-4.335784455,-9.183236239,-7.802316529,-9.215870287,-0.195434171,-0.152581576,0.440336229,0.787388463,0.689269017,-2.2005271,-4.724838072,-5.856559468,-7.317682209,-7.288217659
640.835,0,-0.323300144,1.203178953,0.567514313,0.073004427,0.066843846,-1.294823147,-4.704474597,-7.171845005,-11.24651745,-12.47051394,-0.188944499,0.319196319,0.383213056,0.206466547,-0.04152558,-0.491841962,0.313685632,-0.109104894,-0.073074906,-2.720119124,1.22970927,0.541074286,0.436333114,0.463610057,0.219366277,-6.289748868,-8.687901033,-10.8384158,-17.32866342,-18.13019766,0.615661511,0.515927392,0.755104924,0.826549994,0.680643621,-2.619906464,-5.117706507,-8.383626457,-9.946959791,-8.509407205,0.10343486,0.26558813,0.918330348,1.332823727,1.198918594,-2.34707756,-2.212018402,-3.748777545,-4.687506279,-5.993017255
641.181,0,0.613621186,1.655287173,0.60997927,0.455394501,0.012420817,0.262265857,-2.743025675,-8.918894695,-10.68529428,-11.21773843,0.141284399,0.371889264,0.116928259,-0.102228727,-0.297696218,-2.529108851,-1.428923098,-1.314342002,-1.801141952,-2.311951412,1.263190425,0.728355513,1.06461993,0.651146398,0.591978269,-6.003488323,-9.979966658,-13.11140219,-17.12367437,-18.34829997,0.322848711,0.646415318,0.807077642,0.752047094,0.511874825,-3.393760163,-7.237611369,-7.643266091,-9.768511577,-11.73947036,0.203899749,0.337637216,0.493008189,1.29943672,1.456359163,-1.142210858,-1.337350792,-3.000866119,-5.542910285,-5.220773368
641.528,0,0.172016233,0.315694859,0.008976131,-0.015856056,-0.012310436,0.111006155,-3.976976347,-7.858003502,-11.3754829,-12.1199891,0.20696429,0.501768186,0.145604284,0.097406288,0.172668378,0.23619659,0.743145518,-0.207083821,0.46934941,-0.845917534,0.950359577,1.354667692,1.342263935,1.186579399,0.433360953,-5.121757149,-7.94999227,-10.33382691,-14.66408104,-16.68148829,0.615354796,0.584677058,0.476258346,0.851210874,0.857644113,-3.142407159,-7.23147834,-8.981041789,-9.865452382,-11.78096476,0.715491138,0.827875341,1.154967916,2.162748244,2.255756214,-0.896972659,-4.815229404,-4.56281445,-4.688042193,-6.33834078
641.875,0,-0.195773361,1.749181477,0.171004732,0.4179036,0.229785435,0.457586084,-2.558921655,-8.875944208,-10.76079669,-13.9576324,-0.046317973,0.870947133,0.372337047,0.117639601,0.042958464,-2.078822906,1.592228085,1.723679885,1.36605731,-0.935004506,1.813750984,1.775090854,1.753381932,1.724314583,1.394248448,-3.4292885,-8.616315835,-10.74911113,-13.15460446,-15.97845974,0.488303265,0.405912509,0.360434621,0.922949572,0.854278197,-2.336218676,-5.908446712,-4.764521193,-9.959045584,-10.20938717,0.686871314,0.997981101,1.114456841,1.766097887,1.958984643,-2.160430807,-4.705686374,-5.307067316,-5.395172857,-7.696354638
642.222,0,0.468491443,1.778479871,0.616228029,0.55505536,0.668071399,-0.302766163,-3.843482288,-8.227633031,-10.46048241,-13.81906896,0.427822623,0.839898407,0.500891959,0.473104117,0.452867652,-1.874432089,-0.049431007,-0.514283242,-0.427536671,-1.315044784,1.800546043,1.645641664,1.595232665,1.810703534,1.243447822,-2.238341132,-7.288466004,-9.822267609,-13.91627181,-15.73924134,1.240074713,0.899738669,0.847672349,1.324735945,0.839089085,-3.7358832,-6.835271013,-8.627835354,-9.963516127,-11.65056652,0.798709585,0.980591252,1.327034392,2.46024828,2.247920313,-3.138752935,-3.874272724,-4.87629171,-6.68116461,-8.894471232
642.569,0,0.415122033,1.474692533,0.993239232,0.578521369,0.768759281,0.03180447,-5.177720189,-8.646136622,-9.100520095,-13.18003669,0.208342115,0.656678667,0.131977485,0.19515926,0.355787882,0.071840535,3.302465408,1.135520292,0.791886558,0.803126913,2.165556342,1.851179014,1.79112284,1.785699826,1.316370052,-4.189267401,-9.584776023,-11.83462795,-14.52620534,-17.9192432,0.956389452,0.949786294,1.115135391,1.024605153,1.209426471,-2.823347471,-6.194601257,-7.148533186,-10.60167689,-10.72155146,0.58775805,0.699077148,0.745778593,1.249953393,1.436217437,-4.012405906,-5.543766219,-6.234458741,-7.745424857,-10.23693857
642.915,0,1.018887834,1.155289015,0.765510313,0.84097607,0.607262022,1.217677754,-2.626398295,-8.554614408,-9.929655365,-12.06544874,0.655223514,0.610120328,0.34571425,0.609061999,0.608292103,-4.280099797,1.50944747,-1.914720169,-0.229838012,-2.687409497,2.262835886,1.685160418,2.151962254,1.6386277,1.450357289,-4.113097808,-7.502755261,-10.80072334,-14.02840641,-15.71039591,0.531025146,0.721503326,0.67784012,0.564090708,0.813484748,-3.229863504,-5.291338848,-8.265136991,-9.69941893,-10.3305437,0.406546671,0.735407271,0.645668866,1.159063024,1.294116035,-4.778811436,-5.46083477,-5.969261964,-6.410258138,-8.310081645
643.262,0,1.49807479,2.028449095,1.083114522,0.81171718,0.931447414,2.888582662,-3.093616067,-7.15656989,-9.555777823,-9.720162124,0.589277411,0.995918714,0.929401679,0.691109141,1.265209165,-1.325095134,-0.464840904,-0.892370388,-0.399630259,-1.069042992,2.400529377,1.814924154,2.056688796,1.938128675,1.359671037,-5.840968428,-9.592664174,-12.56520851,-16.5526834,-17.75204982,0.919019014,1.148634691,1.791008413,1.584225913,1.617068646,-1.389550315,-5.888752791,-8.440692394,-10.87908614,-11.1266272,0.524393314,0.743824424,1.665400126,2.148115802,1.870773363,-3.389784106,-5.29245849,-4.252144155,-5.316591322,-6.004748828
643.609,0,0.700182599,1.897258384,0.602033385,0.856265942,0.885386765,0.290227825,-4.83820263,-7.210662556,-11.49997911,-12.11293285,1.189976802,1.276232468,1.212435054,1.164728029,1.091385904,-1.98667342,-0.676679018,-1.073274889,-0.251662162,-2.841366311,2.541659626,2.660280764,2.498425439,2.031397521,1.950728952,-5.531709345,-10.36067397,-12.49279644,-16.30072518,-18.75674021,1.164468694,1.672699099,1.983419012,2.25274418,2.114279549,-3.421273215,-7.212599513,-8.437107727,-11.45386934,-12.05990177,0.104433497,0.787629351,1.303316891,1.453628666,1.426782443,-0.980804558,-3.886165843,-4.405983114,-5.122611577,-5.445109626
643.955,0,1.085649663,2.035904946,0.371188935,0.73079701,0.78649651,0.218376575,-4.142216164,-7.990215692,-11.38327213,-12.6200909,0.865293956,1.056258225,1.232102879,1.253202126,1.430336714,-2.272262294,-2.040218709,-1.737712312,-2.248894525,-3.309301026,2.539557267,2.234324089,2.172945877,1.833022335,2.219359999,-3.957775115,-8.914214913,-11.61869784,-14.88903417,-18.30928772,0.931102169,1.330124243,1.703596446,2.118713804,1.971630291,-2.006374008,-6.009633452,-7.039262626,-10.07482369,-12.90653348,-0.05773375,0.846194483,1.416171061,2.033523478,2.430600639,-2.941733235,-6.236309563,-5.429080814,-6.085298391,-6.008655028
644.302,0,0.687863718,1.647519799,0.501563273,0.485837451,0.913334228,-1.467874283,-4.812121243,-10.41718566,-13.09355554,-14.47379459,0.789061898,0.967796633,1.008527155,1.418410451,1.541752082,-0.33653145,-1.76924249,-1.145161723,-1.343411838,-0.714753301,2.37481794,1.681972989,1.769348851,1.291113319,1.860232005,-3.428963228,-7.798426987,-10.72313475,-13.72821547,-16.01160319,1.658134752,1.883220666,2.239577629,2.312620528,2.263786057,-6.21296561,-9.844506021,-10.58165756,-13.12219006,-14.24998827,0.142364712,1.060707296,2.021977251,1.767785462,3.091251224,-3.347074125,-3.706199993,-5.735624444,-5.146780328,-5.832745914
644.648,0,0.868620249,1.659315016,0.803779752,0.532810004,0.89482021,-2.078156419,-4.647910304,-10.34565584,-12.59658224,-15.00671883,1.248195925,1.126221589,1.14867118,1.813475455,1.726686353,-0.474376293,-1.301483919,0.033291277,0.106642733,-0.202774143,2.277535371,1.625579388,1.862352859,1.485976473,1.912105135,-3.115924974,-7.566752324,-10.84950807,-15.05863894,-17.92972934,1.127655899,1.31569759,1.764413259,2.223392568,2.043819822,-2.990344352,-8.920570852,-10.15211078,-12.73820045,-13.1043791,0.387343166,0.957497526,1.52504807,0.892827673,2.430437122,-2.966118913,-5.448134763,-5.17085023,-5.178525703,-5.363672308
644.995,0,1.074180205,1.982178764,1.37577783,0.511704795,1.288621224,-2.400070599,-4.33696309,-8.989460594,-11.84616892,-14.81462705,1.063008158,0.724126279,0.743247403,0.953199266,1.05877711,-0.422813208,-0.38880045,-0.37475522,-1.468276712,-1.245786026,3.063162017,2.388056589,1.912488392,1.919595064,2.259022848,-3.839248041,-7.68160616,-10.76654786,-14.53663673,-16.52247016,1.454261675,1.554098774,2.033920926,2.012616353,2.040650257,-3.046874158,-9.197296502,-8.490128756,-12.66542038,-13.45036384,0.518615087,0.879762209,1.901845462,1.870301189,2.937746886,-2.985420966,-3.450136888,-3.086225603,-2.986795574,-4.86585292
645.341,0,-0.446740337,1.248575225,1.557208592,0.409450402,0.996232801,-3.902267454,-6.442798086,-11.48336748,-14.48827788,-16.5443652,0.993163833,0.547108709,0.598628213,0.799623867,0.833334681,0.546644818,0.027122365,0.71664393,-0.911537499,-0.363988602,2.865075053,2.441232575,2.561709503,2.275430754,2.977017741,-3.446302605,-7.463305895,-9.601519552,-12.5973604,-14.6626201,1.66509385,2.177401517,2.072380601,2.153815738,2.358462247,-3.966140022,-7.775827322,-7.727487567,-11.12755734,-13.23216079,0.408198853,0.806404384,1.778698052,2.357271257,3.135898498,-3.419853935,-4.439114059,-4.543075775,-4.147329884,-6.912781946
645.687,0,0.338117798,1.252559025,1.027085734,0.37807471,0.567235362,0.22454723,-4.493766953,-9.331519174,-12.24874126,-15.04221426,1.796449559,1.179165076,0.888690653,1.366024885,1.463300649,-1.366996096,-1.60430778,-1.256498928,-0.533012331,-1.93889232,2.6776022,2.32450545,2.283109358,2.129796514,2.855682498,-4.361177558,-8.064936217,-10.18740416,-14.0189592,-16.88143382,1.63487545,1.912861557,1.960156571,2.333287781,2.57903782,-2.204638518,-5.992555337,-6.956740568,-12.09257344,-13.23003348,0.329111055,0.937703511,1.419352282,2.309711839,3.967195799,-3.793593309,-4.973009299,-5.660567915,-3.866957455,-5.154005952
646.034,0,0.402078225,2.016793644,1.19661974,0.762913123,0.933466009,-1.551640611,-4.608708737,-9.217448058,-12.81115084,-13.53064989,2.308722933,1.906364125,1.555504892,1.855989492,2.136570561,1.708138457,-0.204693101,0.303543194,0.167513569,-0.659738933,2.487897576,2.451455121,2.755134756,2.613011612,2.332185839,-5.523016765,-7.860868236,-10.65525727,-13.78473057,-16.85329077,1.647968827,1.515204563,2.490660924,2.277071077,2.796074085,-2.330055586,-7.304794544,-9.384566358,-10.45319045,-12.06560971,0.276795381,0.652946592,1.192488384,2.865295213,3.446621936,-3.571147892,-3.868149127,-4.280952437,-4.869210567,-5.845969037
646.38,0,0.928026513,1.132716651,1.324031542,1.28916172,1.167376034,-1.02664372,-6.123129803,-9.779821685,-11.46587429,-13.65407845,1.924660575,1.723891944,1.187548185,1.778740096,1.869974265,0.307418559,-1.622168515,-0.250742933,-0.941905304,-2.75287839,2.624760909,2.590545996,2.555341203,2.760207217,2.473046223,-4.932895663,-7.30203638,-12.03136157,-13.94480747,-16.4630144,1.463651137,1.796572659,2.197691099,2.524928297,2.816127285,-0.178098897,-6.790661083,-8.261002011,-11.46726264,-10.70294289,0.406641661,0.332733502,0.914434435,2.249006222,3.161992261,-0.813560052,-3.051974773,-3.737744885,-3.625540628,-4.238577547
646.726,0,0.453806742,0.849658952,1.221726181,1.210470976,1.068271234,-0.820613919,-4.557806242,-7.29505744,-10.60855927,-14.20636255,1.583001168,1.645482985,1.511385029,1.54177986,2.043211269,-2.367282181,-3.191174951,-3.575324806,-4.553720203,-3.779903625,2.064392063,2.198350379,2.25255687,2.574093851,2.522381715,-1.65710126,-6.153906729,-9.347880275,-12.32129969,-14.84319389,2.195566003,2.045840964,2.619831067,2.980208353,3.186168186,-1.818550993,-7.849533502,-8.042665772,-10.79071745,-10.67327473,0.037469615,0.378326741,1.104476102,2.168466714,2.423087328,-1.815291645,-2.936189319,-2.51497168,-3.783470157,-4.194115665
647.072,0,1.736306463,1.883258062,1.479777911,1.479522962,1.612836525,1.081201822,-2.264555152,-7.214529667,-10.01569047,-12.45189042,1.42065905,1.76749791,1.581805731,1.632444846,2.075552388,-1.903174826,-2.786132093,-2.735311605,-1.91954532,-4.910158671,3.04678996,2.987835564,3.20702258,3.183488323,3.662797545,-2.764768041,-5.786669102,-8.387204386,-13.12664527,-15.3575652,2.311262285,2.371644425,2.611813039,3.178435977,2.887619763,-2.409713048,-6.369487231,-8.294595212,-8.359074626,-8.942165373,-0.225241444,-0.019653275,0.731645744,1.491071519,1.944966043,-2.355865038,-4.318479034,-2.614267755,-4.200509893,-5.933264582
647.418,0,2.41765844,3.165191181,1.814098535,1.937737458,2.041424687,0.54699257,-3.157874947,-7.278552311,-11.13092579,-12.20154513,1.552394497,1.978842093,1.689694361,2.495859876,2.76607825,-2.597685205,-0.481015071,-0.664423049,-0.44576621,-3.646998242,3.508697435,3.684524674,3.499743385,3.634447435,4.249769053,-3.114985033,-5.597755797,-9.766228877,-13.36669885,-15.96638553,2.094015246,2.593390216,2.855088969,3.076630524,3.065901467,-1.835241388,-6.618235821,-8.783220899,-9.638750234,-10.04125529,0.187304804,0.810516437,1.365154485,1.728512952,2.034774492,-3.061343448,-4.711002822,-4.632802611,-4.624642055,-5.102372022
647.764,0,2.82036101,4.803147892,2.095613123,2.054672077,2.398884458,0.552175094,-2.552699249,-5.83193529,-10.3868821,-12.07454765,1.246377294,1.463082859,1.247876575,1.949072953,2.585109917,0.314096475,0.940957611,2.815668925,0.892649047,-0.974434599,4.063656759,3.977284545,4.413377059,4.050434332,4.590906071,-5.995344728,-9.107672641,-11.57497272,-14.43482531,-17.01369729,2.421425162,2.852571793,3.428148061,3.452062082,3.53235434,-3.445081962,-5.775093537,-8.454284387,-9.84848322,-11.26764975,0.260565151,0.591069516,1.359733795,1.110683549,2.326449463,-1.151771617,-3.136833126,-3.942808035,-6.370549083,-6.11526374
648.11,0,3.192087543,5.169455064,2.285385775,2.397701301,2.819385527,1.269043514,-2.952300885,-6.226112174,-9.838906615,-10.94057961,1.152382137,1.324695115,1.430983483,2.262607,2.142984152,-0.059668126,0.535864503,1.387087443,1.447601925,-1.658798071,3.12104821,3.900165332,3.717478234,3.545951221,4.305399721,-4.959869758,-9.760016139,-12.3965808,-14.95760894,-16.78854848,2.660777099,3.040538498,3.692691298,3.690676127,3.976698474,-2.71947316,-4.783538724,-10.29869242,-10.16244378,-12.35849738,0.395621623,0.848677364,1.177110956,1.704784567,2.834101577,-1.06718339,-2.471032005,-5.651546232,-6.469213298,-7.512836432
648.456,0,3.200947776,4.32989834,2.594644228,2.615061421,2.766027706,1.377400925,-4.834133763,-7.496394719,-9.596103676,-11.58699921,1.150229016,1.496038574,1.66629692,1.934936036,1.887093623,0.038365653,-1.170137684,-0.70462658,-1.899909518,-2.224412863,2.685709,3.298158905,3.633938583,3.79772305,4.193443563,-7.319398474,-10.47272865,-13.63528873,-15.87144753,-17.29279514,2.723041773,3.015653928,3.794409432,3.857797179,4.074069077,-2.722187588,-3.925009682,-8.313087974,-8.121198068,-9.681248015,0.166089266,0.600149192,1.257235916,1.763564812,2.51623766,-1.254202707,-3.378347939,-6.328393226,-6.335447135,-6.640069282
648.802,0,3.401744023,4.903776572,2.90556518,2.586311177,2.577960655,2.330224098,-4.289283687,-5.021486864,-9.67992735,-10.877832,0.872205683,0.752448086,1.670805111,1.982969923,1.980664,-0.729798703,-1.762374074,-1.328760385,-1.846073439,-1.083433649,3.081462362,3.34507881,3.779703875,4.028474386,4.006220563,-5.539151649,-9.116478477,-11.33284668,-15.12082614,-17.42419928,1.639921324,2.137994783,2.443350682,2.719114713,2.804449383,-2.429356546,-3.272542133,-5.841565198,-6.956319457,-8.072792311,0.592254274,0.782955596,1.429532374,1.843963059,2.468976916,-3.402215355,-3.923669143,-5.998806963,-6.398750958,-7.09401287
649.148,0,2.840341244,4.945197971,2.695851747,2.886841923,2.681406032,-1.006981,-5.223406412,-8.40117942,-10.3054509,-13.37274161,0.791936157,0.788584247,1.5812633,1.82608828,1.933374213,0.713938623,-0.644124683,-2.336070603,-1.719288498,-1.614378115,3.218530445,4.149568011,4.351579055,4.762891675,4.632991649,-5.604361745,-10.52178521,-12.33749705,-14.05820619,-17.63413325,2.24175678,2.54467829,2.791332424,3.187508691,3.17817571,-1.805459643,-6.052152705,-7.288815302,-7.97869938,-10.75243927,0.293766689,0.469412236,0.790255446,1.529262048,2.174178855,-2.822468147,-2.958320337,-4.71372701,-6.751127667,-7.045880762
649.494,0,3.945547736,4.40833479,2.39723171,2.51263557,2.712437887,-0.473357558,-5.898070302,-7.318114639,-10.26893487,-11.2854664,0.421211707,0.75236538,1.017837998,1.504144281,1.808438102,-1.662810914,-1.302988137,0.057793599,-2.14456652,-2.580081554,2.873030004,4.201753707,4.685801051,4.712134635,5.094925021,-3.398384347,-7.992503425,-11.69211609,-14.55871858,-16.45813207,2.172230931,2.689238197,3.094506714,3.198845453,3.38021767,-3.449336461,-6.734712293,-8.608670214,-9.531184663,-11.16147232,0.305627885,0.357310984,0.276899238,1.355853524,0.649390784,-3.012856596,-2.699987055,-5.412221257,-5.88843459,-7.690598059
649.84,0,2.448452602,3.181159925,2.015861301,2.524513064,1.93498288,-0.381380726,-6.020552354,-6.876617021,-12.11255261,-11.32793585,0.902868218,0.874154354,1.540342378,1.863672982,1.799763598,-1.445496585,-1.672360893,-1.168362494,-2.750842825,-3.240591521,3.247464372,4.199792708,4.687979027,4.597963836,5.121360334,-3.027723244,-5.256228679,-9.842142874,-12.38174188,-16.80148917,2.113496507,3.197456013,3.318948293,4.101681078,4.007417596,-1.489896268,-3.630519741,-7.209073953,-7.456904987,-10.34102156,0.416115875,0.669339825,0.956214473,1.446190853,1.752403235,-2.569904183,-2.477126705,-5.610930832,-6.064619383,-7.212846005
650.185,0,1.585137518,3.457405375,1.906258695,2.191513396,1.832904212,0.691566078,-3.855638108,-5.326423288,-9.028738793,-10.63044199,0.685889317,0.775158605,1.472805029,1.915155205,1.955197774,1.068609503,0.189909529,0.21677785,-1.089068342,0.14624493,3.090449978,4.200536437,4.876831456,4.91245178,4.649353012,-5.194004594,-8.253887068,-10.26850643,-13.64720328,-15.54860803,1.982951991,2.963292191,4.049892007,4.192537036,4.408009434,-1.283176677,-3.64108001,-6.74129605,-7.387208711,-8.77625776,-0.179783992,-0.393571988,-0.073913965,0.256167796,0.46582035,-3.750122827,-6.393923921,-5.247786419,-7.015498614,-7.887214027
650.531,0,0.62154208,2.523283366,1.520240318,1.814249923,1.585646854,-1.637342086,-3.991232614,-6.333291532,-11.59803061,-13.81294062,1.002895383,0.496462869,1.336146093,1.457628136,1.916363231,-0.283984598,-1.601769303,-0.612744855,-1.810882663,-0.582649276,2.993524715,3.590474462,4.439373562,4.495877885,4.143058747,-3.849844338,-7.007005975,-9.843005856,-13.49930035,-15.14811092,2.430164478,3.215149257,4.579600702,5.141196875,5.098747668,-0.731180478,-4.864774953,-7.279328045,-7.855914573,-8.205310371,-0.073223472,-0.153900217,-0.292331258,0.091902552,-0.309254384,-3.988020882,-3.264517752,-4.471154682,-6.490314085,-7.37993723
