Wavelength (nm),N2 Baseline,0.02P DCM,0.05P DCM,0.10P DCM,0.20P DCM,0.30P DCM,0.02P DCM,0.05P DCM,0.10P DCM,0.20P DCM,0.30P DCM,0.02P DCP,0.05P DCP,0.10P DCP,0.20P DCP,0.30P DCP,0.02P DCP,0.05P DCP,0.10P DCP,0.20P DCP,0.30P DCP,0.02P EtOH,0.05P EtOH,0.10P EtOH,0.20P EtOH,0.30P EtOH,0.02P EtOH,0.05P EtOH,0.10P EtOH,0.20P EtOH,0.30P EtOH,0.02P MeOH,0.05P MeOH,0.10P MeOH,0.20P MeOH,0.30P MeOH,0.02P MeOH,0.05P MeOH,0.10P MeOH,0.20P MeOH,0.30P MeOH,0.02P Water,0.05P Water,0.10P Water,0.20P Water,0.30P Water,0.02P Water,0.05P Water,0.10P Water,0.20P Water,0.30P Water
667.069,0,20.31211384,26.26550529,17.73832447,20.02552552,21.44336533,1.913741796,0.969704574,1.688876362,-0.160520345,0.344278257,10.62622687,12.96171267,10.05960488,12.59352681,12.59990765,0.835355907,1.242219215,0.507717989,1.381277443,2.899443476,39.16594662,53.32865828,70.77409393,83.31369985,88.00270119,-1.622456751,-1.932828968,-2.426191427,-4.991392609,-5.501269566,21.01087215,29.09220713,35.83992898,46.8561695,52.41399219,-0.276460383,2.520745245,1.301571388,1.757091605,1.58100856,0.937745736,3.092940271,5.931601221,11.53650156,15.58190198,-0.923708463,-3.739699758,-2.955091851,-3.340896863,-2.982712352
667.412,0,25.53726201,29.42778267,17.48313928,19.95309294,23.02477522,2.029362361,2.164623912,-0.523877802,-0.508202304,0.480517704,11.5369864,13.09250655,12.10485468,14.25253281,14.52687152,0.721227718,3.540436356,2.601327607,2.360925927,3.037066991,38.16476136,47.99013663,66.13190764,80.56712464,86.67895516,-0.79341564,-1.032679259,-2.672410742,-4.134693837,-4.716967527,22.4204323,29.36545882,36.71978767,45.27528218,51.67605438,-0.31246685,1.6074764,-0.619372711,-0.890949934,-1.157947518,1.650445497,4.185294281,7.562393974,10.98768781,15.41511903,-2.056324684,-4.330197781,-3.411478174,-3.248449417,-4.1303769
667.755,0,26.18131041,32.68843357,18.0083402,19.64056323,22.15052136,1.588162243,2.462732179,1.249301156,-0.241937268,-0.906147918,12.70717877,12.57129065,12.66616942,15.50896854,17.93860924,1.758722284,2.859005549,3.842234504,2.616628391,4.083998337,37.758082,47.9129998,64.73829371,78.7613869,87.1366545,-0.444521399,-1.22989614,-0.867432436,-2.858030937,-3.41172762,19.72430752,25.78784896,32.73784637,41.50369533,46.89965631,2.455574258,3.156409838,1.568378344,0.795013851,1.344090046,1.783366087,5.273688906,9.494433113,12.43574975,15.57497676,-0.14537605,-3.423821467,-1.916326977,-3.05488977,-2.317698341
668.099,0,31.03678236,38.93878212,20.0290359,21.12304475,23.41737332,2.110358391,3.078943011,4.163915554,1.730911032,1.380789062,12.60933914,12.85377022,14.35634153,16.16027719,17.47670807,1.194883771,3.018145589,3.816321239,2.210768413,3.977551905,40.18560357,47.24589203,63.07316575,81.07754587,87.64656187,-0.761880122,-0.166422084,-1.569506174,-2.091332064,-3.144652258,18.52785591,25.21486548,30.64809873,38.59639951,42.68863468,3.012454883,3.042419982,1.035209823,2.310330545,1.649482478,1.974643607,6.997640847,11.09368882,17.27839757,17.68249347,0.065027838,-2.371252542,-2.710019487,-3.037387409,-4.399536053
668.442,0,35.31652035,43.60253955,22.58791603,21.20823686,23.55115068,2.028432336,2.713099488,2.198218347,1.104665287,0.76447714,14.2045357,14.05354418,14.84412904,16.40521726,18.15987579,1.450867253,3.039290873,3.501912261,3.21504471,5.572056004,37.97110239,45.80417631,60.18480984,78.79705538,86.54224495,-0.335257348,-1.66640864,-1.542046481,-2.170080923,-2.989165764,16.41370563,24.27865682,29.57563518,38.04753203,41.61530397,5.515680449,3.796093022,2.941680225,4.200430521,4.398227276,2.075474563,6.868932224,12.64266661,18.0601101,19.491844,-0.501779604,-2.367396587,-2.571223546,-3.546552001,-4.357316957
668.785,0,34.25992643,43.81023869,21.69213653,19.98048765,21.36061908,1.687026754,1.539998357,2.249574004,3.66591388,1.626735008,12.64441166,13.50555953,14.35270094,17.55229555,17.83365221,2.021585469,3.569421997,3.322379587,3.573226482,4.402468295,37.73523915,46.22512271,58.88647227,76.71717401,88.95075151,-0.101339571,0.468664896,0.071723744,-2.26596705,-2.241962643,14.79967131,26.1904813,31.13345572,37.16832067,41.66303284,4.048514606,2.895969325,2.107025345,3.551527282,4.045197724,2.495004887,9.041430065,17.11281766,24.83401184,24.81878263,1.403079358,-1.374033708,-0.915810288,-0.463858087,-2.500802174
669.128,0,34.3386591,44.86868454,23.40299461,21.12997994,21.50802567,0.059360428,2.071924978,2.820411199,2.769662647,2.922852974,11.85020678,10.82845197,13.55855652,15.92180661,17.93836103,0.996920255,3.030091241,3.725089556,3.402383217,4.797176245,35.8160715,45.92248606,56.35469925,73.5006068,82.26438241,-0.419326104,0.047475898,-0.504060165,-1.646518224,-2.812581246,14.04456682,24.70218457,30.8184,36.11545957,39.80725268,1.990622191,1.724757439,1.156955833,1.215364981,2.719916183,1.714571056,8.686227354,19.87688838,30.20113611,33.79273795,-1.906122342,-2.349486427,-2.731350644,-2.307295743,-3.612498529
669.471,0,33.10321041,47.47427248,24.39100666,23.17427376,22.47931608,1.710208306,1.601880754,3.38657112,1.081165665,2.707969009,10.01875127,9.005048898,10.89417915,13.83189665,15.19916153,3.963243319,4.157359463,5.44916061,3.657928344,5.789931966,31.41562655,47.65229786,54.49008425,72.47799307,81.75180989,0.078086332,0.148397353,0.2619391,-0.855150854,-0.909600242,13.16625265,26.23508865,32.55496185,37.86634464,40.42674517,2.295945391,2.50361695,3.648117467,2.674353951,2.672376575,2.879285018,11.61140286,24.50935838,39.70080286,43.97090844,-0.083276999,-2.039822628,-1.949243133,-1.415280818,-2.541125897
669.815,0,30.28634446,51.79480276,25.29666992,24.46435645,24.16089665,2.561566336,3.073337858,4.41737643,0.76763508,3.457621655,10.01458192,10.95272293,10.93067156,13.10210104,14.30660899,2.308416894,3.373006402,3.708492297,2.481797775,4.575811764,33.92811956,50.36475437,56.25686223,72.21616771,83.40414098,-0.146592969,0.914336533,0.99467582,0.3672972,-0.463865068,16.78214461,27.11326627,34.53369532,39.46800381,42.19906075,1.286766393,2.395938221,2.964678519,2.774235587,3.371308183,1.524500718,10.68554805,25.82993065,40.48313718,48.51985342,-1.955008786,-1.671682382,-2.437823957,-2.485060746,-3.107888308
670.158,0,26.28509162,50.19270875,28.6012764,24.73785454,24.92290454,2.080558823,1.086260675,2.178079525,1.197006758,3.338178246,11.39733859,10.90115563,10.63399947,12.67751163,14.18171803,1.797284412,1.959959367,3.991505796,3.442457774,2.930005314,33.67236534,54.33736336,58.13019851,70.02954506,82.88808721,1.281101309,1.822888548,1.966225409,1.458742739,0.071173545,18.38844095,30.10334716,38.17848623,43.11010503,46.17904457,3.110103172,3.18134183,3.061967035,1.725718215,2.382621065,3.499895071,13.71618107,30.97011765,50.92042139,62.04887091,1.235104647,-0.902945809,-0.805453973,-2.154519158,-2.35286379
670.5,0,26.54363722,53.24231542,30.11469398,27.35821863,28.22444804,2.341491997,1.8331606,4.243753242,3.348925217,3.957812701,9.860624568,10.66965075,10.86983155,13.5123699,15.50929362,-0.431451815,2.959503731,2.710005963,4.001113454,3.518426307,34.96339789,59.83086401,64.3585441,74.43507111,87.64985863,-0.214953571,0.720202028,1.376984685,1.820404858,1.641217123,21.71480717,29.60117118,39.0531701,44.54817098,47.63485892,2.431612455,4.433337316,3.990506155,3.033796457,3.790663185,3.03754612,14.91073,34.06815674,56.0809578,70.75179657,1.271145345,-2.060606582,-2.084017137,-1.57187542,-1.480215931
670.843,0,29.94993582,55.94654287,31.87227325,30.87692553,30.82993917,2.846523384,2.296157274,4.12879821,3.161752602,4.477814647,10.37634791,11.77465483,12.26707944,14.03993823,16.17299362,-1.016970577,2.796920066,2.916089888,3.65766706,3.613243616,38.94489922,66.96704257,72.21793561,80.48938593,92.05300151,0.659747136,2.086356672,2.736539945,2.980463989,2.867268841,29.60479298,35.30769506,45.00714637,53.28097264,54.67207673,4.951754659,5.90688642,4.713822511,4.853062779,6.03736534,2.639155627,13.41450737,34.53039881,63.02421331,76.82700321,2.005614373,-1.741353784,-1.036260766,-2.643489702,-2.569894215
671.186,0,28.77793669,53.62463741,32.57954188,31.57959609,32.59439891,2.044648996,2.650926029,4.647754242,4.160430298,5.248752357,12.72523171,13.50935068,14.78721805,16.68106274,18.47122375,-1.267104724,1.961106015,2.056623254,3.42717666,4.154172755,43.41076591,72.73541537,81.40511269,87.419077,99.06121449,0.822472609,3.167466883,4.526977809,2.964804884,2.356499303,35.44823227,38.24162777,49.30914115,58.98174262,60.92616139,3.756941315,4.152769943,5.363907938,6.623775568,6.28682355,4.080987268,17.73297152,39.70935612,73.28026262,94.26820837,1.146600083,-0.377276795,-0.540320796,-0.303500467,-1.581512379
671.529,0,33.01406574,57.09520915,36.13077478,35.94643525,37.02489669,0.800416802,2.557197565,3.555034013,4.968677998,4.532432502,14.7148996,15.23352227,14.12492027,16.79471077,19.07747641,-0.943790715,0.832793702,2.049109631,2.492713845,3.154473703,53.33577892,84.22945913,94.01252943,98.68381652,108.4633362,2.796483235,2.688790763,4.442053852,5.110608901,4.049551972,44.66268641,46.82141366,53.05823719,63.98632256,68.30967768,1.7582191,2.332336352,3.836415184,4.452153899,5.809862321,3.631364903,17.00695241,40.33371494,77.12485518,99.50053062,1.161282857,-0.329477337,-0.225501647,-0.456065871,-2.435654043
671.872,0,40.49227754,62.38593212,38.00778274,39.03227145,40.22151355,1.763556165,4.690980393,5.55749581,7.695077072,7.704504013,15.31802569,14.64357031,14.80140312,17.04122137,19.75179843,-0.056630135,2.794545232,2.176845014,2.401081158,4.406459536,60.17361739,89.33091413,102.4154789,108.9154122,114.9111807,3.881292666,4.154277475,4.314206795,5.730238435,5.174847526,55.02919708,58.02534205,61.98274543,70.53957791,77.99438474,0.824298637,2.587927098,3.195201979,5.006304387,6.304458921,3.585186503,16.70434595,39.61881173,73.00209161,105.9999605,-0.562685355,-1.200762328,-0.618562152,-0.709070547,-1.925334179
672.215,0,49.84362161,68.35480648,40.18009199,41.93304176,45.07660795,2.552277873,3.278016047,6.188747068,7.498644397,6.259379666,20.42974335,17.82459047,19.08088235,21.73249992,26.26629005,1.338731665,1.345457465,1.580265678,1.914405269,4.262876305,71.2703987,98.49906642,117.6041322,123.633957,128.8047401,4.930687492,4.299212907,4.794538754,6.384324172,6.309569444,65.97278767,70.49351556,69.81533931,81.31792999,88.42247112,0.793636211,3.223631068,3.878575426,5.580127834,5.896909381,3.775545776,17.07811523,37.98287535,75.18351959,107.2478508,1.833156365,-0.840984858,-0.993508797,-1.066719315,-2.677180517
672.557,0,61.50810775,81.2649651,45.53188439,47.99691738,49.2989676,3.857114042,4.412526886,4.521768783,7.416260694,7.59675517,22.69705745,19.94292595,21.14165953,24.2619631,29.79204543,2.363137136,2.375897207,3.87046144,2.79805458,4.908514263,87.47886618,108.0819872,135.0925553,140.2246479,146.9452391,4.38580982,5.532506289,6.03256189,5.929945223,5.679440515,75.10899741,83.83286616,79.08326749,85.72511564,95.83490238,2.255706031,3.548344022,6.712205893,6.242017169,8.038710439,3.576012051,13.92120594,33.70409094,67.4503609,102.2613891,0.659591897,-1.466992187,-1.010618506,-2.340405415,-3.650696275
672.9,0,72.67427709,96.18388029,51.22730816,52.75061275,55.43834051,3.179633299,4.617197219,8.25468619,8.732045027,9.271868867,28.12909389,25.85889879,26.84299856,29.50022447,34.69360081,1.988558292,3.166687671,3.685594041,3.419088648,4.373096285,102.8687552,117.3865118,148.5148615,163.0685886,165.3562077,1.666840061,4.581823593,5.214427268,4.846830448,5.774641515,84.56224605,97.68255447,96.0040356,100.4154211,108.4095372,2.48725002,3.493243067,4.376646661,6.973278982,8.099200701,1.667059527,8.963935687,26.9005231,58.87481158,92.37977809,-0.360089249,-1.500499377,-2.072111136,-1.561678271,-2.306757738
673.243,0,86.83344868,119.1333328,60.62945254,61.35742442,62.48488537,0.910164716,2.621543742,7.989847979,8.820387216,9.17399259,25.80494616,27.98202225,27.13480472,30.49588201,37.21521607,3.961069551,5.243799825,4.939823596,5.906848424,6.65216945,117.4950435,128.6416886,164.3652322,183.7445276,186.2696946,2.752440245,4.793911464,6.786911218,7.065122551,6.867611791,93.5959882,114.6371323,112.8625736,115.0356197,118.9768812,4.873370774,3.578221108,6.149428282,7.971779647,8.307329197,1.452083702,5.27396283,19.89855347,49.73489926,82.47422686,0.499645549,-0.618835002,-1.036010457,-2.370328581,-3.036275212
673.585,0,102.3518944,136.3511868,71.8704739,68.93193668,72.4342258,-0.161930811,3.201859206,6.483888702,7.507905713,8.777204285,30.28039758,28.79869157,28.34923538,33.70444217,38.48338188,5.372521111,6.229519976,7.096165185,6.853923847,10.28570894,131.0145397,137.8650798,172.8770098,198.2123516,204.269068,2.9494027,6.055783886,8.647274702,7.488039957,7.737468871,95.46326171,125.7154889,121.6572714,123.8264053,127.676739,7.161065105,6.109381457,5.545292979,9.55098428,10.63187446,1.150909638,5.328048322,11.99709119,37.29733478,61.84870169,1.480395295,1.204002546,1.351422133,1.964050977,0.256175061
673.928,0,111.2873871,148.7312213,79.60571813,75.45435902,78.5085601,2.205324392,3.976963709,7.562770025,9.260796611,12.5750836,30.82046008,30.9785174,31.30133158,36.44028937,42.45814795,3.934605553,5.828646086,6.435421813,6.115477097,9.190296758,138.7764656,150.8384923,179.2123276,210.6442039,222.2060049,3.453913346,6.97665344,8.749858962,8.237348854,9.210678489,97.45873987,135.3367935,140.2027712,136.3687668,135.9938014,5.195524488,6.759929769,6.344587918,8.505148215,10.1365795,0.652121315,0.419608614,7.360707201,19.76478057,48.40350333,0.609896557,0.296841835,0.583084874,0.71671531,-0.576388247
674.27,0,116.028649,166.4089395,91.47265722,85.01605784,87.4928291,1.118318179,4.655721149,5.321667186,7.461409634,10.86595664,30.56616393,31.33009277,31.1906774,35.81400793,42.54569829,5.093868054,4.508458595,6.451284249,4.957036583,8.637942752,141.2115327,155.7831463,178.4230227,218.3960365,230.0912774,4.080380738,8.188508284,9.688841747,11.55165073,11.64962419,90.99428703,133.0539527,146.4827869,141.8052002,137.7391407,4.020603368,6.096942445,7.651925823,8.422797596,10.13322456,-1.0660849,-1.757769686,1.525596356,11.41562621,30.42041591,1.026223015,1.075376547,-0.507046781,-0.474650712,-0.268119421
674.612,0,116.6694356,177.9679564,99.67180222,92.56566464,94.86166333,2.487451882,6.564830517,9.449853107,11.21397223,13.04292092,28.15263804,28.75269964,28.67121733,33.90568065,39.78403916,3.6875561,4.958531747,5.530160174,5.314050779,7.306972683,134.3067438,153.151416,171.1149598,209.9520171,227.8735574,2.111531218,5.886472096,7.833430099,10.15053033,10.82442377,87.27627879,131.5709053,147.4020873,147.77927,141.0664001,6.978249704,7.419610084,8.589448563,11.10257873,12.87228362,0.362261634,-0.585186338,-0.551706639,7.432698866,20.37503744,1.725525876,1.122602885,-0.265568035,-0.271667745,1.448117227
674.955,0,108.9578861,180.9075496,100.323558,95.19938121,95.49979129,4.175883758,8.022694492,9.515261964,12.37610449,14.50228186,24.02829122,25.48676879,25.90553881,34.49397389,39.50247143,3.928857799,7.040743156,8.365022898,8.408655265,8.53608671,115.4908868,150.8220995,161.5789608,197.477695,216.1047229,2.22554713,8.319855059,9.966764254,11.66944231,11.62879151,71.49883527,118.2893283,134.5187368,139.7051055,134.7153104,7.410900609,9.125681539,11.04110392,13.56061531,15.63696833,0.807680945,-0.549424395,-3.280896548,-0.729098846,11.13173166,2.208226595,0.524449631,-0.90320736,-0.53276973,0.390632547
675.297,0,106.7790529,186.9740556,103.7693339,99.37910277,102.6835352,4.301332419,7.348736647,10.57243457,14.97269018,15.08113553,23.20033495,22.62923382,23.83628175,29.69570163,35.73037235,3.95217572,6.401520543,7.720990917,7.814571609,8.04172899,95.66088359,139.6498306,145.7118271,172.5377307,202.9632603,3.690325447,7.372156038,9.942080083,11.20788632,12.46013952,61.59876649,114.1315516,132.8762486,141.6892991,138.684678,5.497876914,7.147355471,8.912522076,11.71913775,13.26296242,0.094562662,-2.355326885,-3.654228203,-5.621701108,0.211115619,-0.141514225,0.541663204,-1.332598701,-2.127484386,0.744610558
675.639,0,89.09561195,171.9422129,98.34303756,97.83675286,97.00216129,3.869688953,8.697852809,11.7323763,15.89629002,15.41722241,14.74054532,16.27448294,18.17402162,22.36770066,27.49684337,3.653980159,5.831766628,6.711983657,8.119015666,7.739209586,78.60682712,128.178727,132.8469298,156.5964064,183.6987355,5.936743021,8.801047432,11.2083695,12.6203478,12.31443178,47.79372491,94.09770678,121.0462486,134.033059,132.977193,5.1796389,8.619952927,8.299954375,10.66443839,13.77676618,2.653802666,2.323907164,0.680013584,-1.880615703,0.216343008,0.342145403,-0.90978934,-1.463095221,-1.662422329,-1.731863508
675.982,0,66.99066551,151.5867125,87.99229575,92.0259383,89.64171895,5.126562141,7.489548959,10.32038746,15.2190294,17.03967008,10.04784827,9.665733682,12.56510974,16.06187121,18.3037814,3.727046101,6.081705118,6.843082268,8.484476557,9.121158321,65.86162804,120.3248466,128.0411187,144.8586504,174.1715097,4.645556014,10.19432504,12.77641719,12.92837589,14.22648467,33.11941812,72.42315869,105.0518823,121.9451882,123.8479422,5.434152245,7.589457728,7.337497007,12.62583938,12.57073117,3.188197435,4.026958007,1.959829975,-1.555314782,-2.809487102,1.085889345,0.335991726,-0.232324929,-1.323753321,-1.256103452
676.324,0,46.76944568,125.8166421,76.73273787,82.50397621,81.41687283,3.502566486,8.632161128,11.49584132,15.49263783,15.8669084,4.937719678,5.874068208,7.677707506,9.32542413,10.51949492,0.674331828,4.224309947,5.525092349,5.373709696,7.842090718,49.40831303,102.536369,118.7077605,125.3342063,153.2185144,5.768754685,10.48166294,12.49108512,13.60340168,15.19144899,21.71101814,62.84254015,94.1513198,117.5829157,120.1912496,8.751343344,8.831950662,10.42301921,14.21044399,16.19631519,2.036593139,3.407015618,1.304519211,-4.084223409,-4.643852394,0.365749406,-0.127559449,-1.215145269,-0.902868152,-1.312848699
676.666,0,30.20036369,96.48900928,61.58608154,70.69205196,70.09889578,5.437663766,9.604842317,14.86316193,18.07174514,16.86368275,1.286910741,2.007003514,2.938276966,3.137912926,4.726672563,2.276071072,4.127555115,5.621353248,4.695774645,6.243777517,32.68431782,91.9925312,114.5612281,120.5562382,141.2231957,3.423311602,9.415033005,12.34864741,14.07603457,16.088389,16.06265749,53.32289815,84.83423685,114.9870963,122.0947574,5.920305245,7.383778593,11.60637946,13.41657306,16.48161929,1.666417256,3.725514423,4.094525704,1.323457407,-4.922387796,0.067351579,-0.028113802,-2.085335957,-1.811886959,-0.471751707
677.008,0,20.27241552,78.27424354,51.09302666,63.07183934,64.50820776,3.367703002,8.088924427,12.27999992,12.9627894,16.21827263,-0.744578266,-1.308893355,-0.048279431,0.228415119,0.157320106,3.120210385,3.957352447,5.235365514,4.913444716,5.982822896,18.78583716,86.63502672,112.8022798,120.4347738,131.8329271,5.001326696,11.31606965,14.6587097,17.39588478,18.56664638,6.740075542,40.35531451,74.73046696,104.2734291,114.2740676,6.276510982,9.526653224,11.00879674,14.63062328,17.10661128,2.327793604,2.812633355,2.867545893,2.020583588,-4.78812033,2.119422572,1.208162513,0.224778204,0.170495217,-0.675473417
677.35,0,2.119367584,55.43798036,40.80643554,52.86176674,53.5807698,3.428746766,7.136421619,11.80913519,15.38202285,17.49437356,-1.122117812,-0.869408007,0.057485412,-0.010080404,-2.14013259,3.973943035,5.388337774,5.516782873,7.411651684,6.443055231,14.87580829,82.21266003,111.8121221,122.9247551,125.7294113,5.1598565,11.81908622,15.60118159,18.51182548,19.45067797,1.64201975,30.65969098,63.8883515,94.087977,106.8980662,6.832895275,11.16382481,11.93299327,15.65823196,18.90070167,0.866115378,3.037699662,2.522990642,1.538508256,-4.385615715,-0.167618258,-1.126093332,-1.084950183,-1.717566174,-2.456807041
677.692,0,-5.328314566,38.51270936,30.50667705,42.97613135,45.25607649,3.008000751,8.142465734,12.11031684,16.21461139,17.30181228,-0.609338833,-2.270652938,-3.03569913,-3.898351628,-3.424372349,4.093641581,6.867358023,6.633335649,9.186687382,7.191984135,9.757497266,73.30954239,106.7759725,121.5609972,124.1037996,5.518942056,12.77794983,15.39042572,18.00431515,18.95837644,-2.91686436,20.36671231,51.93498359,87.20645535,100.5377674,6.874007443,10.01380662,11.25788421,16.28495418,18.80693997,2.282156698,2.644672281,2.547054751,1.018938008,-1.870850474,-0.507716478,-1.513385656,-0.678730537,-0.54954203,-0.853106778
678.034,0,-13.31726393,23.63287708,25.42562986,36.50042826,38.74474933,3.712929957,9.741757417,13.71508568,17.69270497,19.93741756,-2.076917743,-3.175496839,-2.477721876,-3.961448931,-5.036044678,6.404567804,8.84831284,8.596782738,9.102466392,8.699472124,3.818276483,65.24030468,98.66366034,115.3902469,119.6829503,7.01223538,11.55033167,16.18548892,16.68308318,19.78260125,-3.882425512,14.48394387,40.87400211,74.8614574,89.42904841,4.613271579,8.215324875,10.31976311,14.20814431,16.79634897,0.605687873,0.014716464,-1.985583022,-1.817692223,-2.533323285,2.446925655,0.755924459,0.853992273,0.597256969,0.202697375
678.376,0,-20.18118089,4.775959184,15.43674131,24.99021863,28.65659564,4.428003952,10.77138382,14.79659888,18.10641975,21.80122124,-0.976002739,-0.526209068,-0.783820316,-2.439291685,-3.126558445,4.465971212,6.843848299,6.942697877,6.660346615,7.394033705,0.911283818,52.16945632,91.29902494,116.2545701,120.1172413,4.757533486,11.50653008,15.89773795,14.31505256,16.44906701,-6.242546723,4.876002321,27.89379496,59.35691384,78.51435876,6.449894374,8.713367992,12.40640824,14.83576525,17.22887142,1.660386758,1.698808085,0.956558659,-0.318990355,-0.788701747,-0.081973289,-1.497592086,-0.311017106,-0.841477554,-1.308755387
678.718,0,-19.81043644,-4.737888828,8.463311356,19.24627322,22.66522066,6.048995555,12.17568796,17.53177486,22.25603255,24.87829466,0.638415912,1.044807099,-1.098858911,-1.378758492,-2.559987328,5.730370411,8.053262173,8.672766802,8.016851003,10.10829885,-1.983880307,43.26434907,80.77373782,109.6334509,117.8936194,6.011258993,13.47929229,17.45765395,17.07273088,19.98667789,-6.710908492,-0.628287336,18.92165858,48.34881152,63.09166281,5.602792747,8.269019776,11.56627581,14.44000858,17.20110482,1.783276702,0.628522818,-1.247163335,-0.370988163,-3.11251396,-0.237703068,-1.039665691,-0.568934585,0.21001464,0.57630889
679.059,0,-13.88347665,-11.38467029,3.861867943,13.52576041,18.23075285,5.434583437,11.52427529,17.40426755,21.45871657,24.58697692,3.421286793,4.047002093,3.134362821,1.450338641,-0.218495679,5.172327588,5.557019894,6.58251279,7.294453061,8.440160605,-0.533317214,33.91416702,71.123572,104.7336011,117.6145155,6.502397106,12.53572462,16.14048864,16.99560001,20.71525135,-6.612644747,-6.840090658,8.470937002,35.27721181,51.66384619,7.395452259,10.15381568,14.20195665,16.06608144,17.42517675,1.08708705,-0.015052466,-3.383241993,-3.130282444,-5.317830055,1.172853423,-1.202049351,-0.66138923,0.610493625,1.130609507
679.401,0,-14.2191837,-16.9743545,-1.725866074,5.827420442,11.57515935,5.26561193,10.52935559,17.41251559,21.8984985,22.3066354,5.029305358,6.262583157,6.017620387,5.322862571,3.433098981,6.457631502,4.480178787,7.303836388,7.59502143,8.506420696,-3.45779457,21.17161393,58.25332719,93.58798851,103.7202228,5.149242692,10.64099683,16.33388718,18.11020557,21.71210621,-8.960296517,-9.589426468,1.476922707,25.58122865,40.08220318,7.510954197,7.217383992,13.38894899,17.40518484,18.62008936,1.749057499,0.997174729,-2.624432244,-3.60509723,-4.903150881,1.297560252,0.447551515,0.202047723,0.586398251,1.167565678
679.743,0,-4.973038321,-17.57757842,-4.255703082,2.463333544,6.526722112,3.612491769,9.597145458,16.80027599,19.46660684,21.43160447,5.285391462,6.908588009,8.531365683,6.675257957,6.440659909,4.765700692,6.160328128,8.544169671,9.134950705,9.129869078,-5.578103418,11.94164477,44.02670481,82.77938427,96.10580823,8.021226904,13.83144083,18.15373538,22.00974333,23.84852399,-9.732594521,-11.88195841,-4.677988631,14.72926515,29.37875368,7.692206006,9.285754108,13.59484588,17.89666709,21.71880307,0.194249978,-0.351146726,-1.785074244,-4.824401284,-6.870083917,-0.55686368,0.288071578,0.332319557,1.368383096,-0.288502565
680.084,0,-3.001807447,-16.44981323,-5.686764211,0.105630101,4.027765268,3.148144333,8.884089386,17.72718992,21.26556871,22.5410756,5.418840702,6.893112275,7.133211505,7.658605696,6.828386764,4.328623472,6.907859151,6.891730323,8.414078163,9.981300113,-8.457269577,0.176162164,29.06753118,64.44358957,85.96068733,7.124714597,13.88490223,16.47526586,21.32158345,25.30355392,-10.09819906,-13.54238947,-9.484248609,6.062696554,19.5962088,9.414543471,9.908520132,15.41512555,19.41031682,20.74233975,1.299012805,1.758849823,0.586252279,-3.479715978,-6.894974119,0.089157178,0.727308739,0.632396657,1.324971488,-0.992823022
680.426,0,-2.330604662,-15.86960752,-8.313587437,-5.011930922,-0.769586693,5.169234613,11.39313178,18.29385636,25.01732323,24.88204103,5.288878324,5.826467813,6.124390776,9.392159077,7.123534643,3.92130025,7.025324592,8.954425146,9.416922621,10.995635,-8.639700921,-5.261662066,19.16597054,53.87310175,77.51319869,8.762561077,15.33516954,20.04741854,24.63974588,27.23630918,-10.53668539,-12.71449865,-13.71056754,-1.678870381,9.897167066,9.19849019,13.26536251,15.54378973,20.89842763,21.38755278,2.512595019,3.097834084,2.505135905,-1.529016533,-6.658864762,0.852676639,-0.068894778,0.440019447,1.150311568,0.741004251
680.768,0,-0.054591603,-10.62137533,-7.681972562,-6.039804986,-2.595257023,2.459583909,7.966442588,15.64246867,22.4519086,25.19458482,1.710717051,2.577970142,2.94587309,3.247892289,4.759131899,4.446918366,8.160246112,10.55709812,10.12387073,11.68849539,-9.156022733,-11.46415377,9.177474571,40.24970743,65.54239795,9.67161796,14.52967485,19.06115243,24.40926429,28.02475742,-10.25135814,-13.05209069,-14.5679564,-7.110985269,2.079707691,8.37212609,12.12923843,14.69589307,19.59659516,23.56202938,2.086964939,4.069578964,3.339145904,2.441872293,-2.459631242,1.575896025,1.565801831,0.408063819,1.188441186,1.735330221
681.109,0,-2.213432225,-9.941998802,-8.071655653,-7.244741706,-6.334928894,4.00265491,10.8200562,17.81332269,25.75733931,24.69512135,-0.60640003,0.432629466,2.733258826,0.748384541,1.887062104,3.395033181,8.457419905,10.18916811,9.628027135,9.939960754,-11.11788888,-14.81735451,-0.152656861,31.59065311,54.97550312,7.496854649,14.30731455,19.42140546,25.28613966,29.63669142,-11.07532058,-12.35543076,-14.71573226,-11.30690402,-3.568195138,11.4458344,14.35000822,17.24554835,22.81295175,24.35149837,0.710804656,1.241115732,3.519009102,1.846659684,-4.198412329,1.789358173,0.376032522,-0.401723235,3.275902356,1.643318702
681.45,0,-2.343797098,-9.244642522,-7.646664151,-8.282326452,-7.27773451,5.992048899,11.74759977,21.78782042,28.0737839,29.57353315,-3.291578712,-1.529849266,-0.242769226,-1.164851835,-1.539405848,3.101273236,6.305887107,7.831720802,6.650346128,9.036463519,-11.13932707,-15.94773156,-5.573625454,22.60509351,47.209121,5.496625882,13.97553743,16.94814644,25.30287914,29.01810602,-10.99042031,-13.75159169,-14.84724976,-14.45894755,-9.535678442,8.516281845,13.58300629,16.29728131,20.9609032,22.86123943,0.860321927,2.237276988,4.520083846,1.20842086,-0.72769272,3.796982948,2.625169315,-0.632263531,1.535152553,2.07473358
